Réf. client :,Description,Kilométrage,Date de 1ere immatriculation,Energie,Marque,Modèle,Pays,Prix,Vendeur,Localisation,Poids à vide,PTC,Essieux,Puissance,Etat,Prix_connu
XLRTEH4300G363466,Tracteur DAF 480 XG FT 4X2,113569.0,2022-09-09,Gazoil,DAF,,ALLEMAGNE,,DAF Used Trucks Deutschland,NordrheinWestfalen,,20.5,4x2,510.0,Occasion,False
XLRTEF5300G393392,Tracteur DAF 480 XF FT 4X2,801926.0,2021-09-16,Gazoil,DAF,,ALLEMAGNE,,DAF Used Trucks Deutschland,NordrheinWestfalen,,20.5,4x2,410.0,Occasion,False
XLRTEH4300G366052,Tracteur DAF 480 XFn FT 4X2,924441.0,2022-05-25,Gazoil,DAF,,ALLEMAGNE,,DAF Used Trucks Deutschland,NordrheinWestfalen,,19.5,4x2,420.0,Occasion,False
XLRTEF5300G422674,Tracteur DAF 480 XF FT LOW DECK 4X2,730210.0,2021-07-28,Gazoil,DAF,,ALLEMAGNE,,DAF Used Trucks Deutschland,NordrheinWestfalen,,20.5,6x2,459.0,Occasion,False
XLRTEH4300G382164,Tracteur DAF 480 XG FT LOW DECK 4X2,815767.0,2022-06-14,Gazoil,DAF,,ALLEMAGNE,,DAF Used Trucks Deutschland,NordrheinWestfalen,,19.5,4x2,459.0,Occasion,False
XLRTEH4300G391131,Tracteur DAF 480 XFn FT 4X2,999999.0,2022-01-30,Gazoil,DAF,,ALLEMAGNE,,DAF Used Trucks Deutschland,NordrheinWestfalen,,19.5,4x2,450.0,Occasion,False
XLRTEF5300G428047,Tracteur DAF 480 XF FT 4X2,959775.0,2020-06-11,Gazoil,DAF,,ALLEMAGNE,,DAF Used Trucks Deutschland,NordrheinWestfalen,,19.5,4x2,459.0,Occasion,False
XLRTEH4300G347939,Tracteur DAF 480 XG FT 4X2,999999.0,2022-10-19,Gazoil,DAF,,ALLEMAGNE,,DAF Used Trucks Deutschland,NordrheinWestfalen,,19.5,4x2,459.0,Occasion,False
XLRTEF5300G448365,Tracteur DAF 480 XG FT 4X2,930797.0,2022-09-06,Gazoil,DAF,,ALLEMAGNE,,DAF Used Trucks Deutschland,NordrheinWestfalen,,19.5,4x2,440.0,Occasion,False
XLRTEF5300G427823,Tracteur DAF 480 XFn FT 4X2,455000.0,2022-01-30,Gazoil,DAF,,ALLEMAGNE,,DAF Used Trucks Deutschland,NordrheinWestfalen,,18.0,4x2,459.0,Occasion,False
XLRTEF5300G410552,Tracteur Volvo FH13 I SAVE 500,450000.0,2022-05-18,Gazoil,Volvo,,PORTUGAL,,AutoManaiaCar S.A.,Aveiro,,19.5,6x2,435.0,Occasion,False
DK1098,"Tracteur Scania R450 4x2 Vollluft, Retarder, Schubbodenhydraulik",614000.0,2016-06-01,Gazoil,Scania,,ALLEMAGNE,,VTS Trucks GmbH,NordrheinWestfalen,,19.0,4x2,611.0,Occasion,False
DK1018,Tracteur Scania G 450 4x4 Euro 6 SZM Kipphydraulik,519000.0,2016-08-01,Gazoil,Scania,,ALLEMAGNE,,VTS Trucks GmbH,NordrheinWestfalen,,19.0,4x2,429.0,Occasion,False
019ce67f-c0d0-76bf-a577-1fd36fd2f0dc,Tracteur MAN TGX 18.500 4x2 BLS Kipp-Hydraulik,516000.0,2017-11-01,Gazoil,MAN,,ALLEMAGNE,,VTS Trucks GmbH,NordrheinWestfalen,,18.0,4x2,460.0,Occasion,False
019ce674-50ea-7393-920e-0266d768d3d7,Tracteur convoi exceptionnel MAN TGX 18.360,399998.0,2015-09-01,Gazoil,MAN,,ALLEMAGNE,,VTS Trucks GmbH,NordrheinWestfalen,,26.0,4x2,470.0,Occasion,False
XLRTEF5300G423387,Tracteur Mercedes 2636 S 6x4 Oldtimer *TOP*,853000.0,1989-01-01,Gazoil,Mercedes,,ALLEMAGNE,,VTS Trucks GmbH,NordrheinWestfalen,,20.5,4x2,551.0,Occasion,False
XLRTEF5300G448548,"Tracteur Mercedes E Actros 1848 4x2 Euro6 Blatt-/Luft, Mirror Cam",566500.0,2020-02-01,Gazoil,Mercedes,,ALLEMAGNE,,VTS Trucks GmbH,NordrheinWestfalen,,30.0,4x2,422.0,Occasion,False
70312961,Tracteur Volvo neuf FH16 780,393075.0,,Gazoil,Volvo,,ESPAGNE,,CT Trucks S.L.,Madrid,,18.0,4x2,480.0,Neuf,False
70312964,Tracteur Volvo neuf FH16 780,405445.0,,Gazoil,Volvo,,ESPAGNE,,CT Trucks S.L.,Madrid,,11.99,4x2,510.0,Neuf,False
TRACTO-X-013,Tracteur DAF XF 480 FT,588200.0,2021-08-02,Gazoil,DAF,,ESPAGNE,,CT Trucks S.L.,Madrid,,18.0,4x2,460.0,Occasion,False
XLRTEF5300G452288,Tracteur DAF 480 XF SSC BL*Retarder/ACC/Standklima/TÜV 01.2027,683567.0,2021-01-01,Gazoil,DAF,,ALLEMAGNE,,AE Handels GmbH,Hessen,,19.0,4x4,482.0,Occasion,False
5784,Tracteur Iveco S-WAY - 460 11X OP VOORAAD 460 LNG,351182.0,2021-01-05,Gazoil,Iveco,,PAYS-BAS,,RH TRUCKS,ZuidHolland,,18.0,4x2,450.0,Occasion,False
0196aa44-d337-7e59-985b-622b2607ed6c,Tracteur Iveco AS440ST/FP SWAY 570 + RETARDER + EURO 6 + SHOWTRUCK,432563.0,2024-01-01,Gazoil,Iveco,,PAYS-BAS,,TRUCKS ROOSENDAAL,NoordBrabant,,20.5,4x2,459.0,Occasion,False
239209,Tracteur DAF XF 530 4X2 SC Retarder,305637.0,2021-07-15,Gazoil,DAF,,PAYS-BAS,,BAS WORLD,,,19.0,4x2,479.0,Occasion,False
70303534,Tracteur Mercedes Actros 1846 4X2 Bigspace Retarder Mirrorcam Navi,366625.0,2022-03-25,Gazoil,Mercedes,,PAYS-BAS,,BAS WORLD,,,18.0,4x2,500.0,Occasion,False
70291320,Tracteur Mercedes Actros 1846 4X2 Bigspace Retarder Mirrorcam Navi,337261.0,2022-02-24,Gazoil,Mercedes,,PAYS-BAS,,BAS WORLD,,,18.0,4x2,459.0,Occasion,False
70301594,Tracteur Mercedes Actros 1846 4X2 Bigspace Retarder Mirrorcam Navi,353334.0,2022-01-12,Gazoil,Mercedes,,PAYS-BAS,,BAS WORLD,,,20.5,4x2,479.0,Occasion,False
70292512,Tracteur Mercedes Actros 1845,534656.0,2019-07-08,Gazoil,Mercedes,,ESPAGNE,,GUADARRAMA CAMIONES SL,Madrid,,18.0,4x2,510.0,Occasion,False
322629,Tracteur Renault Magnum 460,664055.0,2007-01-01,Gazoil,Renault,,POLOGNE,,Grupa - ENERGY,Łódzkie,,2.6,4x2,780.0,Occasion,False
325323,Tracteur DAF 480 XFn FT 4X2,165882.0,2022-09-30,Gazoil,DAF,,ITALIE,,DAF VEICOLI INDUSTRIALI SPA,Milano,,18.0,4x2,479.0,Occasion,False
325510,Tracteur DAF 480 XG FT 4X2,559247.0,2023-08-07,Gazoil,DAF,,ITALIE,,DAF VEICOLI INDUSTRIALI SPA,Milano,,19.0,6x2,399.0,Occasion,False
321970,Tracteur Iveco S-Way 480 Intarder FZ.21,606332.0,2021-07-01,Gazoil,Iveco,,ALLEMAGNE,,Massimo Leotta Fahrzeughandel & Export,BadenWürttemberg,,27.0,4x2,450.0,Occasion,False
324087,Tracteur DAF 480 XF FT 4X2,901141.0,2022-11-16,Gazoil,DAF,,ESPAGNE,,DAF Vehiculos Industriales S.A.,Madrid,,27.0,6x4,530.0,Occasion,False
323887,Tracteur Ford F MAX 500,8.0,2021-10-01,Gazoil,Ford,,POLOGNE,,SPC ORŁOWSKI,Małopolskie,,28.0,8x2,429.0,Occasion,False
324083,Tracteur MAN TGX 18.470,602047.0,2022-07-11,Gazoil,MAN,,POLOGNE,,SMUSZKIEWICZ S.C.,Wielkopolskie,,19.5,6x6,459.0,Occasion,False
324564,Tracteur Mercedes Actros,527535.0,2018-10-18,Gazoil,Mercedes,,POLOGNE,,SMUSZKIEWICZ S.C.,Wielkopolskie,,18.6,6x4,479.0,Occasion,False
324089,Tracteur Mercedes Actros 1845,775644.0,2017-04-10,Gazoil,Mercedes,,ITALIE,,EFFRETTI SRL,Brescia,,18.6,8x4,459.0,Occasion,False
325460,Tracteur DAF 480 XG FT LOW DECK 4X2,738189.0,2022-12-23,Gazoil,DAF,,"TCHÈQUE, RÉPUBLIQUE",,DAF Used Truck Center Praha,,,18.75,6x2,479.0,Occasion,False
QZ49710,Tracteur Scania R450 Steel/Air - Belgian Truck - Retarder - Automatic,609735.0,2014-01-30,Gazoil,Scania,,PAYS-BAS,,EUROPE TRUCKS BV,NoordBrabant,,50.0,4x2,450.0,Occasion,False
22917490,Tracteur DAF XF460 Steel/Air - NL Truck - SSC - Full Spoiler,900521.0,2014-10-02,Gazoil,DAF,,PAYS-BAS,,EUROPE TRUCKS BV,NoordBrabant,,50.0,4x2,500.0,Occasion,False
22919024,Tracteur Volvo FM7 FM 370 4x2 Euro 5 ADR trekker met hydrauliek.,550000.0,2012-11-27,Gazoil,Volvo,,PAYS-BAS,,BART STRAATMAN LANDHORST,NoordBrabant,,19.0,6x4,500.0,Occasion,False
171104,Ensemble routier châssis RHKS-35 24 AL 3 assig chassis met kippercilinder.,750000.0,2009-04-14,Gazoil,nc,,PAYS-BAS,,BART STRAATMAN LANDHORST,NoordBrabant,,20.5,4x2,460.0,Occasion,False
1867NDX,Tracteur Scania G 400 4x2 Euro 5 Trekker handgeschakeld,250000.0,2011-11-14,Gazoil,Scania,,PAYS-BAS,,BART STRAATMAN LANDHORST,NoordBrabant,,20.5,4x4,460.0,Occasion,False
560723,Tracteur Volvo F6 FH460 4x2 Globetrotter XL Euro 5 - Manual transmission - Double tanks,372637.0,2012-07-18,Gazoil,Volvo,,PAYS-BAS,,GEMA TRADING,NoordBrabant,,20.5,4x2,540.0,Occasion,False
XLRTEH4300G421939,Tracteur Volvo FH 420 4x2 Euro5 420 4x2 Globetrotter Euro5 - XLOW,393259.0,2013-01-03,Gazoil,Volvo,,PAYS-BAS,,GEMA TRADING,NoordBrabant,,19.5,4x4,531.0,Occasion,False
XLRTEF5300G442717,Ensemble routier porte containers Kögel S24 PORT 40 SIMPLEX 20 - 3-Axles SAF - Disc Brakes - Lift Axle - 2x20FT 30FT 40FT HC - 5450KG,564420.0,2020-09-22,Gazoil,Kögel,,PAYS-BAS,,GEMA TRADING,NoordBrabant,,19.5,4x2,500.0,Occasion,False
XLRTEF5300G397181,Tracteur Mercedes Arocs 2658 LS,365929.0,2016-08-25,Gazoil,Mercedes,,ESPAGNE,,CONCESUR MADRID SL - CAMIONES,Madrid,,20.5,4x2,410.0,Occasion,False
XLRTEH4300G386395,Tracteur DAF 480 XF FT 4X2,780078.0,2021-02-02,Gazoil,DAF,,POLOGNE,,"DAF Used Truck Center Warsaw, Sobiekursk (Warszawy)",Mazowieckie,,20.5,4x2,500.0,Occasion,False
6,Tracteur Scania neuf L S460 4X2 NEW! Retarder 2xTanks ED ACC Standklima Navi Euro 6,715914.0,2026-02-19,Gazoil,Scania,,PAYS-BAS,,BAS WORLD,,,18.0,4x2,500.0,Neuf,False
40,Tracteur produits dangereux / adr MAN TGS 18.470 4X2 Retarder ADR ACC,542778.0,2020-11-20,Gazoil,MAN,,PAYS-BAS,,BAS WORLD,,,18.0,4x2,482.0,Occasion,False
3895JSM,Tracteur Volvo FH 420 4X2 XL Specialinterior! Alcoa Xenon ACC Leather seats,508920.0,2012-09-27,Gazoil,Volvo,,PAYS-BAS,,BAS WORLD,,,18.0,4x2,509.0,Occasion,False
XLRTEH4300G441621,Tracteur Mercedes Actros 1845 4X2 Bigspace Lowdeck Mirrorcam 2x Tank,465145.0,2021-04-01,Gazoil,Mercedes,,PAYS-BAS,,BAS WORLD,,,18.0,4x2,459.0,Occasion,False
4628,Tracteur Scania neuf L S500 4X2 NEW! Retarder 2xTanks ED ACC Standklima Navi Euro 6,729930.0,2026-01-20,Gazoil,Scania,,PAYS-BAS,,BAS WORLD,,,18.0,4x2,500.0,Neuf,False
4791,Tracteur Mercedes Actros 1943 4X2 Bigspace Hydrauic ACC,678690.0,2017-02-14,Gazoil,Mercedes,,PAYS-BAS,,BAS WORLD,,,18.0,6x2,428.0,Occasion,False
N64295,Tracteur MAN TGX 18.580 4X2,801735.0,2021-04-01,Gazoil,MAN,,PAYS-BAS,,BAS WORLD,,,18.0,6x4,482.0,Occasion,False
U56775,Tracteur Mercedes Actros 1846 4X2 Bigspace Retarder Mirrorcam Navi,751265.0,2022-03-31,Gazoil,Mercedes,,PAYS-BAS,,BAS WORLD,,,18.0,4x4,569.0,Occasion,False
01995b91-26a7-762b-9854-a20b4feb6232,Tracteur produits dangereux / adr MAN TGS 18.470 4X2 Retarder ADR ACC,466550.0,2020-12-01,Gazoil,MAN,,PAYS-BAS,,BAS WORLD,,,18.0,4x2,450.0,Occasion,False
1ef27461-ee21-6770-a612-0faee4e835e8,Tracteur Volvo FH 420 4X2 Globe Hydraulic ACC Euro 6,747140.0,2016-06-24,Gazoil,Volvo,,PAYS-BAS,,BAS WORLD,,,18.0,4x2,500.0,Occasion,False
25310,Tracteur Scania L R580 V8 XT / 6x2 BOOGIE / RETARDER / HYDRAUIC / 80T,644698.0,2020-02-20,Gazoil,Scania,,PAYS-BAS,,VERSTEIJNEN TRUCKS,NoordBrabant,,18.0,4x2,409.0,Occasion,False
25628,Tracteur Scania R450 T143450 6x4 TORPEDO / HAUBER / HYDRAULIC,240728.0,1993-05-14,Gazoil,Scania,,PAYS-BAS,,VERSTEIJNEN TRUCKS,NoordBrabant,,19.0,4x4,450.0,Occasion,False
3348_6X4_EU3_1,Tracteur Iveco S-WAY 460 GNL,664927.0,2020-03-13,Gazoil,Iveco,,ESPAGNE,,VALLOR TRUCKS SL,Valencia,,37.0,4x2,450.0,Occasion,False
N1928059,Tracteur Mercedes Actros 1845,406500.0,2018-03-14,Gazoil,Mercedes,,ESPAGNE,,PEMAR CAMIONES SL,Murcia,,20.5,4x2,470.0,Occasion,False
N1928058,Tracteur Volvo FH 480 LNG Globetrotter tractor unit,789000.0,2020-09-17,Gazoil,Volvo,,PAYS-BAS,,S-TRUCKS BV,ZuidHolland,,18.0,4x2,462.0,Occasion,False
7598,Tracteur MAN TGL TGL 8.220 4X2 BL TGL 8.220 4X2 BL,680000.0,2013-10-01,Gazoil,MAN,,BELGIQUE,,RONNY SCHOUTTEET TRUCKS BVBA,WestVlaanderen,,19.5,4x2,440.0,Occasion,False
XLRTEF5300G439689,Tracteur Mercedes Antos 1836,542878.0,2016-06-03,Gazoil,Mercedes,,BELGIQUE,,DEGROOTE TRUCKS & TRAILERS,WestVlaanderen,,33.0,6x2,482.0,Occasion,False
XLRTEF5300G438487,Tracteur DAF XF105 460 - 6x2*,594794.0,2016-10-24,Gazoil,DAF,,BELGIQUE,,DEGROOTE TRUCKS & TRAILERS,WestVlaanderen,,19.0,4x2,482.0,Occasion - Accidenté,False
XLRTEF5300G438426,Tracteur produits dangereux / adr MAN TGX 18.440 - ADR,354944.0,2014-05-16,Gazoil,MAN,,BELGIQUE,,DEGROOTE TRUCKS & TRAILERS,WestVlaanderen,,19.0,4x2,482.0,Occasion,False
11402,Tracteur MAN TGX 18.460,474944.0,2018-09-01,Gazoil,MAN,,PAYS-BAS,,KLEYN TRUCKS BV,Gelderland,,20.5,4x2,482.0,Occasion,False
9943,Tracteur MAN TGA TGA 26.530 6x4 PALFINGER PK 50002 Crane Winch,219237.0,2006-01-01,Gazoil,MAN,,POLOGNE,,"STAR SAN DUO DOMINIK PATER, PAWEŁ PATER SPÓŁKA KOMANDYTOWA",Świętokrzyskie,,20.5,4x2,482.0,Occasion,False
927363,Tracteur DAF XF 480 FT,532483.0,2018-08-15,Gazoil,DAF,,ESPAGNE,,Servitrucks 2014 S.L.,Gerona,,18.0,4x4,450.0,Occasion,False
057991,Tracteur Volvo FH 540,893248.0,2016-08-01,Hybride,Volvo,,ESPAGNE,,Servitrucks 2014 S.L.,Gerona,,19.5,4x2,430.0,Occasion,False
U3180,Tracteur Renault T-High 520 T4X2 E6,1036292.0,2017-12-01,Gazoil,Renault,,ESPAGNE,,Servitrucks 2014 S.L.,Gerona,,19.5,4x2,380.0,Occasion,False
NH3833,Tracteur DAF XF 480 FT,588188.0,2020-02-12,Gazoil,DAF,,ESPAGNE,,Servitrucks 2014 S.L.,Gerona,,19.5,8x4,400.0,Occasion,False
NH3917,Tracteur BMC neuf TUĞRA TGR 1846,1219205.0,,Gazoil,BMC,,ESPAGNE,,Servitrucks 2014 S.L.,Gerona,,19.5,4x2,400.0,Neuf,False
NH3918,Tracteur BMC TUĞRA TGR 1846,1111610.0,2022-12-19,Gazoil,BMC,,ESPAGNE,,Servitrucks 2014 S.L.,Gerona,,19.5,4x2,400.0,Occasion,False
NH3923,Ensemble routier porte voitures Renault Magnum 480 DXI,1199411.0,2006-06-01,Gazoil,Renault,,PORTUGAL,,Car4you Lda,Leiria,,19.5,4x2,460.0,Occasion,False
NH3920,Tracteur produits dangereux / adr Iveco Stralis NP460,1001295.0,2018-11-15,Gazoil,Iveco,,ESPAGNE,,"MONTSENY TRUCKS, SL",Barcelona,,19.5,4x2,480.0,Occasion,False
NH3932,Tracteur Scania P 114P380,961972.0,2004-12-19,Gazoil,Scania,,ESPAGNE,,"MONTSENY TRUCKS, SL",Barcelona,,19.5,4x2,449.0,Occasion,False
1729764,Tracteur Mercedes Actros 1845 LS,1207401.0,2014-10-24,Gazoil,Mercedes,,ESPAGNE,,"MONTSENY TRUCKS, SL",Barcelona,,19.5,4x2,463.0,Occasion,False
EL24207,"Tracteur DAF XF 106 XF 106.460 SSC, Automatik, Retarder, EURO6",375177.0,2015-03-10,Gazoil,DAF,,AUTRICHE,,MG Handel GmbH,Oberösterreich,,19.5,4x2,482.0,Occasion,False
EL24622,"Tracteur convoi exceptionnel Volvo FH FH 500 E6, Standklima, Low Deck , Mega I-Shift,VEB+,",347918.0,2017-09-21,Gazoil,Volvo,,AUTRICHE,,MG Handel GmbH,Oberösterreich,,19.5,4x2,480.0,Occasion,False
23444391,Tracteur Iveco Stralis 460,376878.0,2012-05-01,Gazoil,Iveco,,ESPAGNE,,AUTOTRUCK MALAGA,Málaga,,20.5,4x2,580.0,Occasion,False
23444294,Tracteur convoi exceptionnel Mercedes Arocs 2642 LS 6X4,408480.0,2016-06-01,Gazoil,Mercedes,,ALLEMAGNE,,Duminski Trucks GmbH,NordrheinWestfalen,,20.5,4x4,580.0,Occasion,False
23444267,Tracteur Scania G G480 6X4 Kran Effer 255 6S bis 20.5 Meter,321139.0,2019-01-01,Gazoil,Scania,,ALLEMAGNE,,Duminski Trucks GmbH,NordrheinWestfalen,,19.5,4x2,462.0,Occasion,False
23444281,Tracteur Mercedes Actros 1842LS Kran HMF 2020 bis 18 Meter,341594.0,2013-11-01,Gazoil,Mercedes,,ALLEMAGNE,,Duminski Trucks GmbH,NordrheinWestfalen,,19.5,4x2,500.0,Occasion,False
23444383,Tracteur Scania G G480 6X4 Kran Effer 255 6S bis 20.5 Meter,474187.0,2013-02-01,Gazoil,Scania,,ALLEMAGNE,,Duminski Trucks GmbH,NordrheinWestfalen,,19.5,4x2,469.0,Occasion,False
23444370,Tracteur Volvo F6 FH500 6X2 Kran HMF 2620 bis 18.5 Meter,303769.0,2017-01-01,Gazoil,Volvo,,ALLEMAGNE,,Duminski Trucks GmbH,NordrheinWestfalen,,20.5,4x2,449.0,Occasion,False
23408090,Tracteur convoi exceptionnel Scania 143 R143 450 V8 6X4 Kran Palfinger 45000 / Oldtimer,419169.0,1989-01-01,Gazoil,Scania,,ALLEMAGNE,,Duminski Trucks GmbH,NordrheinWestfalen,,20.5,4x2,462.0,Occasion,False
23408100,Tracteur convoi exceptionnel Mercedes Actros MP5 2663 6X4 Super Ausstattung,127800.0,2020-06-01,Gazoil,Mercedes,,ALLEMAGNE,,Duminski Trucks GmbH,NordrheinWestfalen,,20.5,4x2,629.0,Occasion,False
70637,Tracteur MAN 18.480 MAN TGX 4x4H * Hydrodrive * hydraulic *,486719.0,2023-01-01,Gazoil,MAN,,POLOGNE,,KELVER Sp. z o.o.,Śląskie,,18.0,4x2,462.0,Occasion,False
71024,Tracteur Iveco S-WAY S-WAY AS440S57,403433.0,2023-03-01,Gazoil,Iveco,,ITALIE,,VIVA BRESCIA DIESEL,Brescia,,18.0,4x2,500.0,Occasion,False
70237,Tracteur Volvo FH13 500,350344.0,2019-03-05,Gazoil,Volvo,,ESPAGNE,,MM Trucks Machinery SL,Murcia,,19.0,4x2,518.0,Occasion,False
0482LFR,Tracteur DAF XF 480 FT,610000.0,2018-11-01,Gazoil,DAF,,ESPAGNE,,SALGAR TRUCK CENTER S.L.,Granada,,26.0,4x2,460.0,Occasion,False
70305278,Tracteur DAF XF 480,751000.0,2013-11-05,Gazoil,DAF,,ESPAGNE,,SALGAR TRUCK CENTER S.L.,Granada,,19.0,4x2,450.0,Occasion,False
70313286,Tracteur Scania S 500,731000.0,2018-10-26,Gazoil,Scania,,PORTUGAL,,Antunes João,Santarém,,20.5,4x2,480.0,Occasion,False
0085/26,Tracteur DAF 480 XF FT 4X2,415284.0,2022-11-28,Gazoil,DAF,,ESPAGNE,,DAF Vehiculos Industriales S.A.,Madrid,,19.5,4x2,520.0,Occasion,False
1729318,Tracteur DAF 480 XF FT 4X2,87034.0,2021-04-21,Gazoil,DAF,,POLOGNE,,"DAF Used Truck Center Warsaw, Sobiekursk (Warszawy)",Mazowieckie,,18.0,4x2,420.0,Occasion,False
320256,Tracteur DAF 480 XF FT 4X2,364506.0,2021-06-16,Gazoil,DAF,,POLOGNE,,"DAF Used Truck Center Warsaw, Sobiekursk (Warszawy)",Mazowieckie,,26.0,4x2,441.0,Occasion,False
323559,Tracteur Scania L R 540 R 6X2 ADR! WB 315 Full-Air Retarder Good-Tyres eder,662748.0,2022-11-07,Gazoil,Scania,,PAYS-BAS,,BAS WORLD,,,20.5,4x2,459.0,Occasion,False
St_7215,Tracteur Scania G G 410,449654.0,2019-11-01,Gazoil,Scania,,POLOGNE,,F.H.U TRANS-MOTO,Świętokrzyskie,,20.5,6x4,482.0,Occasion,False
E64720,Tracteur DAF XF105 530,502000.0,2018-12-17,Gazoil,DAF,,BELGIQUE,,BVBA THETRUCKCOMPANY,WestVlaanderen,,20.5,6x2,509.0,Occasion,False
E65663,Tracteur Scania R 540,363711.0,2022-01-18,Gazoil,Scania,,BELGIQUE,,BVBA THETRUCKCOMPANY,WestVlaanderen,,20.5,4x2,482.0,Occasion,False
E65405,Tracteur DAF 480 XF,318594.0,2021-12-22,Gazoil,DAF,,BELGIQUE,,BVBA THETRUCKCOMPANY,WestVlaanderen,,20.5,4x4,509.0,Occasion,False
68808,Tracteur DAF 480 XF,347439.0,2020-10-13,Gazoil,DAF,,BELGIQUE,,BVBA THETRUCKCOMPANY,WestVlaanderen,,20.5,4x2,509.0,Occasion,False
68e90b69741c2380d896dedb,Tracteur Scania L R 410 NG,374091.0,2020-01-01,Gazoil,Scania,,BELGIQUE,,BVBA THETRUCKCOMPANY,WestVlaanderen,,20.5,6x6,420.0,Occasion,False
697a3f745e5c827913f8967a,Tracteur produits dangereux / adr Renault T 440,431323.0,2020-06-16,Gazoil,Renault,,BELGIQUE,,BVBA THETRUCKCOMPANY,WestVlaanderen,,19.0,6x4,470.0,Occasion,False
4731,Tracteur Mercedes Actros 1845,291095.0,2023-12-19,Gazoil,Mercedes,,POLOGNE,,SMUSZKIEWICZ S.C.,Wielkopolskie,,18.0,4x2,459.0,Occasion,False
SI83604,Tracteur Scania S 460,237738.0,2023-09-27,Gazoil,Scania,,POLOGNE,,SMUSZKIEWICZ S.C.,Wielkopolskie,,22.0,6x6,530.0,Occasion,False
SI86077,Tracteur Volvo FH 460,529027.0,2022-07-12,Gazoil,Volvo,,POLOGNE,,SMUSZKIEWICZ S.C.,Wielkopolskie,,20.5,8x4,500.0,Occasion,False
SI84602,Tracteur MAN TGX 18.500,351989.0,2019-12-13,Gazoil,MAN,,POLOGNE,,SMUSZKIEWICZ S.C.,Wielkopolskie,,35.0,8x4,482.0,Occasion,False
SI84700,Tracteur Volvo FH 460,462756.0,2022-09-22,Gazoil,Volvo,,POLOGNE,,SMUSZKIEWICZ S.C.,Wielkopolskie,,29.0,4x2,500.0,Occasion,False
SI86295,Tracteur Scania R 540,480400.0,2021-04-19,Gazoil,Scania,,POLOGNE,,SMUSZKIEWICZ S.C.,Wielkopolskie,,20.5,4x2,450.0,Occasion,False
SI86075,Tracteur Scania S 450,290340.0,2022-01-03,Gazoil,Scania,,POLOGNE,,SMUSZKIEWICZ S.C.,Wielkopolskie,,18.6,4x2,470.0,Occasion,False
062910,Tracteur convoi exceptionnel MAN neuf TGX 33.580 6x4 BL,475203.0,,Gazoil,MAN,,ALLEMAGNE,,Es-Ge Nutzfahrzeuge GmbH,NordrheinWestfalen,,18.0,4x2,509.0,Neuf,False
XLRTEH4300G347767,Tracteur DAF XG 530 FT,231612.0,2022-05-01,Gazoil,DAF,,ALLEMAGNE,,Es-Ge Nutzfahrzeuge GmbH,NordrheinWestfalen,,18.0,4x2,459.0,Occasion,False
XLRTEH4300G380950,Tracteur convoi exceptionnel Volvo neuf FH 551 8x4 Tridem VLA (Luftfederung),381217.0,,Gazoil,Volvo,,ALLEMAGNE,,Es-Ge Nutzfahrzeuge GmbH,NordrheinWestfalen,,19.5,4x2,448.0,Neuf,False
XLRTEF5300G413213,Tracteur Scania G 410 Highline 4x2 - Retarder - Opti Cruise - Euro 6,217694.0,2014-10-06,Gazoil,Scania,,PAYS-BAS,,VAEX TRUCKS TRADING,NoordBrabant,,18.0,4x2,435.0,Occasion,False
XLRTEF5300G438685,Tracteur Scania L B140 V8 350 HP 6x2 Oldtimer - Perfect shape - Private owned/No VAT,426269.0,1976-12-30,Gazoil,Scania,,PAYS-BAS,,VAEX TRUCKS TRADING,NoordBrabant,,20.5,4x2,580.0,Occasion,False
XLRTEH4300G366783,Tracteur Scania R R460A4x2NA /Standklima /Full Service / Smart 2,418180.0,2023-08-01,Gazoil,Scania,,ALLEMAGNE,,Martin Knirsch Kraftfahrzeuge GmbH,BadenWürttemberg,,18.0,6x4,500.0,Occasion,False
XLRTEH4300G368451,Tracteur Renault neuf T-High T480 - 25 Years Limited Edition!,258015.0,,Gazoil,Renault,,PAYS-BAS,,NEBIM USED TRUCKS,Limburg,,19.5,4x2,530.0,Neuf,False
NF44192,Tracteur DAF 480 XF SSC 487TKM,480000.0,2020-09-01,Gazoil,DAF,,PAYS-BAS,,KLEYN TRUCKS BV,Gelderland,,44.0,4x2,448.0,Occasion,False
QR47539,Tracteur Renault T-High 520 T4X2 E6,592317.0,2021-10-19,Gazoil,Renault,,ESPAGNE,,Veinluc sa - LUCENA,Córdoba,,20.5,4x2,482.0,Occasion,False
JV44291,Tracteur Renault F485RA.2.26XEDynamic,397970.0,2016-01-01,Gazoil,Renault,,POLOGNE,,"STAR SAN DUO DOMINIK PATER, PAWEŁ PATER SPÓŁKA KOMANDYTOWA",Świętokrzyskie,,19.0,4x2,482.0,Occasion,False
KRONE - SD - 61395,Tracteur MAN neuf TGS 33.440 BB SA Premium Tractor Head (37 units),291353.0,2025-01-01,Gazoil,MAN,,PAYS-BAS,,VAN VLIET AUTOMOTIVE TRADING BV,ZuidHolland,,19.5,4x2,436.0,Neuf,False
438472786,Tracteur DAF XF XF FT 180 2017 - XF 530 MX-13 FT Space Cab,305989.0,2020-10-01,Gazoil,DAF,,ITALIE,,Truck Italia,Firenze,,19.0,4x2,480.0,Occasion,False
