Réf. client :,Description,Kilométrage,Date de 1ere immatriculation,Energie,Marque,Modèle,Pays,Prix,Vendeur,Localisation,Photo,Poids à vide,PTC,Essieux,Puissance,Etat
23408090,Tracteur convoi exceptionnel Scania 143 R143 450 V8 6X4 Kran Palfinger 45000 / Oldtimer,419 169 km,01/01/1989,Gazoil,Scania,,ALLEMAGNE,Prix sur demande,Duminski Trucks GmbH, NordrheinWestfalen,https://photo.static-viamobilis.com/31/1/11175496_th.jpg,,20.5 Tonnes,4x2,462,Occasion
23408100,Tracteur convoi exceptionnel Mercedes Actros MP5 2663 6X4 Super Ausstattung,127 800 km,01/06/2020,Gazoil,Mercedes,,ALLEMAGNE,Prix sur demande,Duminski Trucks GmbH, NordrheinWestfalen,https://photo.static-viamobilis.com/31/1/10775113_th.jpg,,20.5 Tonnes,4x2,629,Occasion
70637,Tracteur MAN 18.480 MAN TGX 4x4H * Hydrodrive * hydraulic *,486 719 km,01/01/2023,Gazoil,MAN,,POLOGNE,Prix sur demande,KELVER Sp. z o.o., Śląskie,https://photo.static-viamobilis.com/31/1/10145930_th.jpg,,18 Tonnes,4x2,462,Occasion
71024,Tracteur Iveco S-WAY S-WAY AS440S57,403 433 km,01/03/2023,Gazoil,Iveco,,ITALIE,Prix sur demande,VIVA BRESCIA DIESEL, Brescia,https://photo.static-viamobilis.com/31/1/10562292_th.jpg,,18 Tonnes,4x2,500,Occasion
70237,Tracteur Volvo FH13 500,350 344 km,05/03/2019,Gazoil,Volvo,,ESPAGNE,Prix sur demande,MM Trucks Machinery SL, Murcia,https://photo.static-viamobilis.com/31/1/10928631-foto-cabeza_tractora_th.jpg,,19 Tonnes,4x2,518,Occasion
0482LFR,Tracteur DAF XF 480 FT,610 000 km,01/11/2018,Gazoil,DAF,,ESPAGNE,Prix sur demande,SALGAR TRUCK CENTER S.L., Granada,https://photo.static-viamobilis.com/31/1/11175337-foto-cabeza_tractora_th.jpg,,26 Tonnes,4x2,460,Occasion
70305278,Tracteur DAF XF 480,751 000 km,05/11/2013,Gazoil,DAF,,ESPAGNE,Prix sur demande,SALGAR TRUCK CENTER S.L., Granada,https://photo.static-viamobilis.com/31/1/11175335-foto-cabeza_tractora_th.jpg,,19 Tonnes,4x2,450,Occasion
70313286,Tracteur Scania S 500,731 000 km,26/10/2018,Gazoil,Scania,,PORTUGAL,Prix sur demande,Antunes João, Santarém,https://photo.static-viamobilis.com/31/1/11159650-foto-tractor_th.jpg,,20.5 Tonnes,4x2,480,Occasion
0085/26,Tracteur DAF 480 XF FT 4X2,415 284 km,28/11/2022,Gazoil,DAF,,ESPAGNE,Prix sur demande,DAF Vehiculos Industriales S.A., Madrid,https://photo.static-viamobilis.com/31/1/11175841_th.jpg,,19.5 Tonnes,4x2,520,Occasion
1729318,Tracteur DAF 480 XF FT 4X2,87 034 km,21/04/2021,Gazoil,DAF,,POLOGNE,Prix sur demande,"DAF Used Truck Center Warsaw, Sobiekursk (Warszawy)", Mazowieckie,https://photo.static-viamobilis.com/31/1/11006972_th.jpg,,18 Tonnes,4x2,420,Occasion
320256,Tracteur DAF 480 XF FT 4X2,364 506 km,16/06/2021,Gazoil,DAF,,POLOGNE,Prix sur demande,"DAF Used Truck Center Warsaw, Sobiekursk (Warszawy)", Mazowieckie,https://photo.static-viamobilis.com/31/1/10724726_th.jpg,,26 Tonnes,4x2,441,Occasion
323559,Tracteur Scania L R 540 R 6X2 ADR! WB 315 Full-Air Retarder Good-Tyres eder,662 748 km,07/11/2022,Gazoil,Scania,,PAYS-BAS,Prix sur demande,BAS WORLD,,https://photo.static-viamobilis.com/31/1/11061774_th.jpg,,20.5 Tonnes,4x2,459,Occasion
St_7215,Tracteur Scania G G 410,449 654 km,01/11/2019,Gazoil,Scania,,POLOGNE,Prix sur demande,F.H.U TRANS-MOTO, Świętokrzyskie,https://photo.static-viamobilis.com/31/1/10572474_th.jpg,,20.5 Tonnes,6x4,482,Occasion
E64720,Tracteur DAF XF105 530,502 000 km,17/12/2018,Gazoil,DAF,,BELGIQUE,Prix sur demande,BVBA THETRUCKCOMPANY, WestVlaanderen,https://photo.static-viamobilis.com/31/1/11104198_th.jpg,,20.5 Tonnes,6x2,509,Occasion
E65663,Tracteur Scania R 540,363 711 km,18/01/2022,Gazoil,Scania,,BELGIQUE,Prix sur demande,BVBA THETRUCKCOMPANY, WestVlaanderen,https://photo.static-viamobilis.com/31/1/11012827_th.jpg,,20.5 Tonnes,4x2,482,Occasion
E65405,Tracteur DAF 480 XF,318 594 km,22/12/2021,Gazoil,DAF,,BELGIQUE,Prix sur demande,BVBA THETRUCKCOMPANY, WestVlaanderen,https://photo.static-viamobilis.com/31/1/11030534_th.jpg,,20.5 Tonnes,4x4,509,Occasion
68808,Tracteur DAF 480 XF,347 439 km,13/10/2020,Gazoil,DAF,,BELGIQUE,Prix sur demande,BVBA THETRUCKCOMPANY, WestVlaanderen,https://photo.static-viamobilis.com/31/1/11113365_th.jpg,,20.5 Tonnes,4x2,509,Occasion
68e90b69741c2380d896dedb,Tracteur Scania L R 410 NG,374 091 km,01/01/2020,Gazoil,Scania,,BELGIQUE,Prix sur demande,BVBA THETRUCKCOMPANY, WestVlaanderen,https://photo.static-viamobilis.com/31/1/11165239_th.jpg,,20.5 Tonnes,6x6,420,Occasion
697a3f745e5c827913f8967a,Tracteur produits dangereux / adr Renault T 440,431 323 km,16/06/2020,Gazoil,Renault,,BELGIQUE,Prix sur demande,BVBA THETRUCKCOMPANY, WestVlaanderen,https://photo.static-viamobilis.com/31/1/11163311_th.jpg,,19 Tonnes,6x4,470,Occasion
4731,Tracteur Mercedes Actros 1845,291 095 km,19/12/2023,Gazoil,Mercedes,,POLOGNE,Prix sur demande,SMUSZKIEWICZ S.C., Wielkopolskie,https://photo.static-viamobilis.com/31/1/10918680-zdjecie-ciagnik_siodlowy_th.jpg,,18 Tonnes,4x2,459,Occasion
SI83604,Tracteur Scania S 460,237 738 km,27/09/2023,Gazoil,Scania,,POLOGNE,Prix sur demande,SMUSZKIEWICZ S.C., Wielkopolskie,https://photo.static-viamobilis.com/31/1/11041778-zdjecie-ciagnik_siodlowy_th.jpg,,22 Tonnes,6x6,530,Occasion
SI86077,Tracteur Volvo FH 460,529 027 km,12/07/2022,Gazoil,Volvo,,POLOGNE,Prix sur demande,SMUSZKIEWICZ S.C., Wielkopolskie,https://photo.static-viamobilis.com/31/1/11107958-zdjecie-ciagnik_siodlowy_th.jpg,,20.5 Tonnes,8x4,500,Occasion
SI84602,Tracteur MAN TGX 18.500,351 989 km,13/12/2019,Gazoil,MAN,,POLOGNE,Prix sur demande,SMUSZKIEWICZ S.C., Wielkopolskie,https://photo.static-viamobilis.com/31/1/11085462-zdjecie-ciagnik_siodlowy_th.jpg,,35 Tonnes,8x4,482,Occasion
SI84700,Tracteur Volvo FH 460,462 756 km,22/09/2022,Gazoil,Volvo,,POLOGNE,Prix sur demande,SMUSZKIEWICZ S.C., Wielkopolskie,https://photo.static-viamobilis.com/31/1/11106444-zdjecie-ciagnik_siodlowy_th.jpg,,29 Tonnes,4x2,500,Occasion
SI86295,Tracteur Scania R 540,480 400 km,19/04/2021,Gazoil,Scania,,POLOGNE,Prix sur demande,SMUSZKIEWICZ S.C., Wielkopolskie,https://photo.static-viamobilis.com/31/1/11165207-zdjecie-ciagnik_siodlowy_th.jpg,,20.5 Tonnes,4x2,450,Occasion
SI86075,Tracteur Scania S 450,290 340 km,03/01/2022,Gazoil,Scania,,POLOGNE,Prix sur demande,SMUSZKIEWICZ S.C., Wielkopolskie,https://photo.static-viamobilis.com/31/1/11153324-zdjecie-ciagnik_siodlowy_th.jpg,,18.6 Tonnes,4x2,470,Occasion
062910,Tracteur convoi exceptionnel MAN neuf TGX 33.580 6x4 BL,475 203 km,--,Gazoil,MAN,,ALLEMAGNE,Prix sur demande,Es-Ge Nutzfahrzeuge GmbH, NordrheinWestfalen,https://photo.static-viamobilis.com/31/1/11106898_th.jpg,,18 Tonnes,4x2,509,Neuf
XLRTEH4300G347767,Tracteur DAF XG 530 FT,231 612 km,01/05/2022,Gazoil,DAF,,ALLEMAGNE,Prix sur demande,Es-Ge Nutzfahrzeuge GmbH, NordrheinWestfalen,https://photo.static-viamobilis.com/31/1/10813533_th.jpg,,18 Tonnes,4x2,459,Occasion
XLRTEH4300G380950,Tracteur convoi exceptionnel Volvo neuf FH 551 8x4 Tridem VLA (Luftfederung),381 217 km,--,Gazoil,Volvo,,ALLEMAGNE,Prix sur demande,Es-Ge Nutzfahrzeuge GmbH, NordrheinWestfalen,https://photo.static-viamobilis.com/31/1/10936367_th.jpg,,19.5 Tonnes,4x2,448,Neuf
XLRTEF5300G413213,Tracteur Scania G 410 Highline 4x2 - Retarder - Opti Cruise - Euro 6,217 694 km,06/10/2014,Gazoil,Scania,,PAYS-BAS,Prix sur demande,VAEX TRUCKS TRADING, NoordBrabant,https://photo.static-viamobilis.com/31/1/11044431_th.jpg,,18 Tonnes,4x2,435,Occasion
XLRTEF5300G438685,Tracteur Scania L B140 V8 350 HP 6x2 Oldtimer - Perfect shape - Private owned/No VAT,426 269 km,30/12/1976,Gazoil,Scania,,PAYS-BAS,Prix sur demande,VAEX TRUCKS TRADING, NoordBrabant,https://photo.static-viamobilis.com/31/1/9967203_th.jpg,,20.5 Tonnes,4x2,580,Occasion
XLRTEH4300G366783,Tracteur Scania R R460A4x2NA /Standklima /Full Service / Smart 2,418 180 km,01/08/2023,Gazoil,Scania,,ALLEMAGNE,Prix sur demande,Martin Knirsch Kraftfahrzeuge GmbH, BadenWürttemberg,https://photo.static-viamobilis.com/31/1/10241284_th.jpg,,18 Tonnes,6x4,500,Occasion
XLRTEH4300G368451,Tracteur Renault neuf T-High T480 - 25 Years Limited Edition!,258 015 km,--,Gazoil,Renault,,PAYS-BAS,Prix sur demande,NEBIM USED TRUCKS, Limburg,https://photo.static-viamobilis.com/31/1/10977683_th.jpg,,19.5 Tonnes,4x2,530,Neuf
NF44192,Tracteur DAF 480 XF SSC 487TKM,480 000 km,01/09/2020,Gazoil,DAF,,PAYS-BAS,Prix sur demande,KLEYN TRUCKS BV, Gelderland,https://photo.static-viamobilis.com/31/1/11165549_th.jpg,,44 Tonnes,4x2,448,Occasion
QR47539,Tracteur Renault T-High 520 T4X2 E6,592 317 km,19/10/2021,Gazoil,Renault,,ESPAGNE,Prix sur demande,Veinluc sa - LUCENA, Córdoba,https://photo.static-viamobilis.com/31/1/11004575-foto-cabeza_tractora_th.jpg,,20.5 Tonnes,4x2,482,Occasion
JV44291,Tracteur Renault F485RA.2.26XEDynamic,397 970 km,01/01/2016,Gazoil,Renault,,POLOGNE,Prix sur demande,"STAR SAN DUO DOMINIK PATER, PAWEŁ PATER SPÓŁKA KOMANDYTOWA", Świętokrzyskie,https://photo.static-viamobilis.com/31/1/11092811_th.jpg,,19 Tonnes,4x2,482,Occasion
KRONE - SD - 61395,Tracteur MAN neuf TGS 33.440 BB SA Premium Tractor Head (37 units),291 353 km,01/01/2025,Gazoil,MAN,,PAYS-BAS,Prix sur demande,VAN VLIET AUTOMOTIVE TRADING BV, ZuidHolland,https://photo.static-viamobilis.com/31/1/10681619_th.jpg,,19.5 Tonnes,4x2,436,Neuf
438472786,Tracteur DAF XF XF FT 180 2017 - XF 530 MX-13 FT Space Cab,305 989 km,01/10/2020,Gazoil,DAF,,ITALIE,Prix sur demande,Truck Italia, Firenze,https://photo.static-viamobilis.com/31/1/11152798_th.jpg,,19 Tonnes,4x2,480,Occasion
VO25-1984,Tracteur Renault T 18 T - T 18 T 520cv Optifuel EVId,429 896 km,01/11/2019,Gazoil,Renault,,ITALIE,Prix sur demande,Truck Italia, Firenze,https://photo.static-viamobilis.com/37/1/11153236_th.jpg,,28 Tonnes,4x2,450,Occasion
LOC-VO24-1637-A,Tracteur Iveco AS440S46 CNG / LPG Fz. 6,120 480 km,01/11/2019,Gazoil,Iveco,,ALLEMAGNE,Prix sur demande,Massimo Leotta Fahrzeughandel & Export, BadenWürttemberg,https://photo.static-viamobilis.com/31/1/10374479_th.jpg,,20 Tonnes,4x2,460,Occasion
0001972114,Tracteur Mercedes Actros 1845 1845,777 000 km,31/05/2020,Gazoil,Mercedes,,BELGIQUE,Prix sur demande,NUYTTENS TRUCKS BVBA, WestVlaanderen,https://photo.static-viamobilis.com/31/1/10823150_th.jpg,,26.5 Tonnes,4x2,530,Occasion
EFA22DE5,Tracteur DAF 480 XF XF,825 000 km,29/01/2018,Gazoil,DAF,,BELGIQUE,Prix sur demande,NUYTTENS TRUCKS BVBA, WestVlaanderen,https://photo.static-viamobilis.com/31/1/11039641_th.jpg,,21 Tonnes,4x2,480,Occasion
4952,Tracteur Renault MAGNUM 440 18T,229 360 km,01/01/2010,Gazoil,Renault,,AUTRICHE,Prix sur demande,E+M Lkw und Baumaschinen Handel, Salzburg,https://photo.static-viamobilis.com/31/1/11107513_th.jpg,,19.5 Tonnes,4x2,460,Occasion
7-199,Tracteur Iveco 400 ERDGAS LNC,212 000 km,01/01/2017,Gazoil,Iveco,,AUTRICHE,Prix sur demande,E+M Lkw und Baumaschinen Handel, Salzburg,https://photo.static-viamobilis.com/31/1/10985064_th.jpg,,19 Tonnes,4x2,430,Occasion
NH3931,Tracteur Mercedes Actros 1936 tractor unit,332 828 km,15/06/2015,Gazoil,Mercedes,,PAYS-BAS,Prix sur demande,S-TRUCKS BV, ZuidHolland,https://photo.static-viamobilis.com/31/1/10734845_th.jpg,,20.5 Tonnes,4x2,470,Occasion
BR815,Tracteur DAF 480 XF SSC tractor unit,486 590 km,05/09/2018,Gazoil,DAF,,PAYS-BAS,Prix sur demande,S-TRUCKS BV, ZuidHolland,https://photo.static-viamobilis.com/31/1/10787768_th.jpg,,19 Tonnes,4x2,530,Occasion
4720,Tracteur Volvo F6 FH 460 Globetrotter tractor unit,462 610 km,06/03/2015,Gazoil,Volvo,,PAYS-BAS,Prix sur demande,S-TRUCKS BV, ZuidHolland,https://photo.static-viamobilis.com/31/1/10747181_th.jpg,,19 Tonnes,4x2,450,Occasion
TC70018,Tracteur Mercedes neuf Actros 2045 S 4x2 Tractor Head,472 995 km,01/01/2025,Gazoil,Mercedes,,PAYS-BAS,Prix sur demande,TMH Trucks, ZuidHolland,https://photo.static-viamobilis.com/31/1/10865108_th.jpg,,18 Tonnes,4x2,450,Neuf
TC68455,Tracteur Mercedes neuf Actros 3348 S 6x4 Tractor Head,516 235 km,01/01/2025,Gazoil,Mercedes,,PAYS-BAS,Prix sur demande,TMH Trucks, ZuidHolland,https://photo.static-viamobilis.com/31/1/10865119_th.jpg,,19 Tonnes,4x2,500,Neuf
TC35715,Tracteur Mercedes neuf ACTROS/ANTOS TRATTORE,762 190 km,09/09/2025,Gazoil,Mercedes,,ITALIE,Prix sur demande,Carraro Spa, Treviso,https://photo.static-viamobilis.com/31/1/10858451_th.jpg,,18 Tonnes,4x2,460,Neuf
DK1152,Tracteur Mercedes neuf ACTROS/ANTOS TRATTORE,620 000 km,08/09/2025,Gazoil,Mercedes,,ITALIE,Prix sur demande,Carraro Spa, Treviso,https://photo.static-viamobilis.com/31/1/10978031_th.jpg,,26 Tonnes,4x2,480,Neuf
XLRTEH4100G339310,Tracteur DAF 480 XF 4X2 SC Standklima,411 000 km,22/06/2021,Gazoil,DAF,,PAYS-BAS,Prix sur demande,BAS WORLD,,https://photo.static-viamobilis.com/31/1/11164948_th.jpg,,19 Tonnes,4x2,450,Occasion
D108556,"Tracteur MAN TGX 18.440 4x2 BL, Retarder, Hydraulik",282 000 km,01/12/2014,Gazoil,MAN,,ALLEMAGNE,Prix sur demande,VTS Trucks GmbH, NordrheinWestfalen,https://photo.static-viamobilis.com/31/1/11053409_th.jpg,,40 Tonnes,4x2,460,Occasion
eM672823,Tracteur convoi exceptionnel MAN TGX 18.360 EU6 4x2 Retarder Luft/Luft Low-Liner,455 000 km,01/09/2015,Gazoil,MAN,,ALLEMAGNE,Prix sur demande,VTS Trucks GmbH, NordrheinWestfalen,https://photo.static-viamobilis.com/31/1/10643918_th.jpg,,33 Tonnes,6x2,500,Occasion
SIT_510/20,"Tracteur Mercedes E Actros 1842 4x2 Blatt-/Luft, Euro6",1 125 000 km,01/04/2013,Gazoil,Mercedes,,ALLEMAGNE,Prix sur demande,VTS Trucks GmbH, NordrheinWestfalen,https://photo.static-viamobilis.com/31/1/10986313_th.jpg,,22 Tonnes,4x2,420,Occasion
SIT_510/21,Tracteur MAN TGX 18.440 4x2 Retarder EURO 5 Blatt/Luft,428 770 km,01/12/2012,Gazoil,MAN,,ALLEMAGNE,Prix sur demande,VTS Trucks GmbH, NordrheinWestfalen,https://photo.static-viamobilis.com/31/1/10814377_th.jpg,,18 Tonnes,6x2,440,Occasion
70296664,Tracteur MAN TGX 18.460 4x2 Blatt/Luft Retarder NAVI Klima,482 773 km,01/10/2017,Gazoil,MAN,,ALLEMAGNE,Prix sur demande,VTS Trucks GmbH, NordrheinWestfalen,https://photo.static-viamobilis.com/31/1/10839267_th.jpg,,19 Tonnes,4x2,530,Occasion
70292244,"Tracteur FH 460 4x2 FH 460 4x2, Retarder, Low-Liner, Voll-Luft gefedert",525 276 km,01/09/2016,Gazoil,nc,,BELGIQUE,Prix sur demande,RONNY SCHOUTTEET TRUCKS BVBA, WestVlaanderen,https://photo.static-viamobilis.com/31/1/9363497_th.jpg,,19.5 Tonnes,4x2,510,Occasion
70296666,Tracteur Scania G 144G 530 6x4 144G 530 6x4,523 137 km,01/06/1999,Gazoil,Scania,,BELGIQUE,Prix sur demande,RONNY SCHOUTTEET TRUCKS BVBA, WestVlaanderen,https://photo.static-viamobilis.com/31/1/2481097_th.jpg,,18 Tonnes,4x2,460,Occasion
70299950,Tracteur Mercedes - 1845,562 830 km,--,Gazoil,Mercedes,,BELGIQUE,Prix sur demande,RONNY SCHOUTTEET TRUCKS BVBA, WestVlaanderen,https://photo.static-viamobilis.com/31/1/4958580_th.jpg,,44 Tonnes,4x2,429,Occasion
70303133,Tracteur Scania LA R 480 LA 4x2 MNA mit Motorschaden! R 480 LA 4x2 MNA mit Motorschaden!,350 262 km,01/01/2012,Gazoil,Scania,,BELGIQUE,Prix sur demande,RONNY SCHOUTTEET TRUCKS BVBA, WestVlaanderen,https://photo.static-viamobilis.com/31/1/11151707_th.jpg,,6.9 Tonnes,4x2,450,Occasion
70292816,Tracteur MAN 18.480 TGX E6 Retarder Kompressor Alufelgen Kühl,467 500 km,01/08/2016,Essence,MAN,,ALLEMAGNE,Prix sur demande,YOURTRUCKS GmbH, NordrheinWestfalen,https://photo.static-viamobilis.com/31/1/11000421_th.jpg,,46 Tonnes,4x2,500,Occasion
70290228,Tracteur Scania E E 420,607 900 km,--,Gazoil,Scania,,POLOGNE,Prix sur demande,Jacek Robak ROB-TRANS MICHAŁEK, Mazowieckie,https://photo.static-viamobilis.com/31/1/10542115_th.jpg,,18 Tonnes,4x2,399,Occasion
70301320,Tracteur Scania r 420,542 700 km,01/01/2006,Gazoil,Scania,,POLOGNE,Prix sur demande,Jacek Robak ROB-TRANS MICHAŁEK, Mazowieckie,https://photo.static-viamobilis.com/31/1/10542080_th.jpg,,18 Tonnes,4x2,500,Occasion
70290225,Tracteur Iveco S-WAY 490,642 500 km,08/06/2022,Gazoil,Iveco,,ESPAGNE,Prix sur demande,VALLOR TRUCKS SL, Valencia,https://photo.static-viamobilis.com/31/1/11159662-foto-cabeza_tractora_th.jpg,,18 Tonnes,4x2,410,Occasion
13664,Tracteur Scania R 450,505 300 km,06/10/2020,Gazoil,Scania,,ESPAGNE,Prix sur demande,VALLOR TRUCKS SL, Valencia,https://photo.static-viamobilis.com/31/1/11159584-foto-cabeza_tractora_th.jpg,,18 Tonnes,4x2,598,Occasion
12315,Tracteur Volvo F6 FH 460 Globetrotter XL i-Save,409 000 km,30/08/2022,Gazoil,Volvo,,ESPAGNE,Prix sur demande,CLASS TRUCKS IBERIA, Valencia,https://photo.static-viamobilis.com/31/1/11152627_th.jpg,,18 Tonnes,4x2,411,Occasion
7766,Tracteur MAN TGX 18.470 GX,394 000 km,17/10/2022,Gazoil,MAN,,ESPAGNE,Prix sur demande,CLASS TRUCKS IBERIA, Valencia,https://photo.static-viamobilis.com/31/1/11152630_th.jpg,,18 Tonnes,4x2,501,Occasion
11375,Tracteur Iveco S-WAY 460,614 000 km,11/10/2022,Gazoil,Iveco,,ESPAGNE,Prix sur demande,Talleres Garcid, Tarragona,https://photo.static-viamobilis.com/31/1/11164458-foto-cabeza_tractora_th.jpg,,18 Tonnes,4x2,450,Occasion
692,Tracteur Scania R 589 S520A 6x2 Retarder Kipphydraulik / Swiss-Vehicle,488 223 km,01/03/2019,Gazoil,Scania,,ALLEMAGNE,Prix sur demande,Trucktrade Germany GmbH, BadenWürttemberg,https://photo.static-viamobilis.com/31/1/10985920_th.jpg,,29 Tonnes,4x2,530,Occasion
4264,Tracteur DAF XG 480,743 007 km,23/01/2023,Gazoil,DAF,,ITALIE,Prix sur demande,Zarpellon Veicoli Industriali, Vicenza,https://photo.static-viamobilis.com/31/1/10996715-foto-trattore_stradale_th.jpg,,28 Tonnes,4x2,480,Occasion
XLRTEH4300G357611,Tracteur produits dangereux / adr Iveco neuf S-WAY 580,483 000 km,12/03/2026,Gazoil,Iveco,,ITALIE,Prix sur demande,TRUCK & CAR CASSETTA, BarlettaAndriaTrani,https://photo.static-viamobilis.com/31/1/11174330-foto-trattore_stradale_th.jpg,,20.5 Tonnes,4x2,448,Neuf
XLRTEF5300G419410,Tracteur Renault T 520 WITH RETARTER!!!!,526 000 km,26/01/2023,Gazoil,Renault,,PAYS-BAS,Prix sur demande,VRIESOORD TRUCKS, NoordBrabant,https://photo.static-viamobilis.com/31/1/11174637_th.jpg,,20.5 Tonnes,4x2,448,Occasion
XLRTEF5300G386536,Tracteur Mercedes Actros 1845,732 674 km,01/11/2022,Gazoil,Mercedes,,PORTUGAL,Prix sur demande,"Mercedes-Benz Trucks Portugal, S.A.", Lisboa,https://photo.static-viamobilis.com/31/1/11052108_th.jpg,,20.5 Tonnes,4x2,482,Occasion
XLRTEF5300G399921,"Tracteur Mercedes Actros 1843 EURO 6, Retarder, Lohr, Standairco",732 545 km,02/10/2015,Gazoil,Mercedes,,PAYS-BAS,Prix sur demande,JB TRADING, Gelderland,https://photo.static-viamobilis.com/31/1/10480611_th.jpg,,19.5 Tonnes,4x2,482,Occasion
XLRTEF5300G419388,"Tracteur Mercedes Actros 1843 EURO 6, PTO, Standairco",436 006 km,13/12/2016,Gazoil,Mercedes,,PAYS-BAS,Prix sur demande,JB TRADING, Gelderland,https://photo.static-viamobilis.com/31/1/11151408_th.jpg,,19.5 Tonnes,4x2,482,Occasion
XLRTEH4300G347379,Tracteur Iveco neuf S-Way 460 4X2 NEW! Full-air HPEB ACC PTO Navi Mirrorcams Euro 6,380 871 km,09/01/2026,Gazoil,Iveco,,ALLEMAGNE,Prix sur demande,BAS WORLD DORTMUND, NordrheinWestfalen,https://photo.static-viamobilis.com/31/1/11163007_th.jpg,,20.5 Tonnes,4x2,500,Neuf
XLRTEF5300G421571,Tracteur DAF 480 XF 4X2 SSC Standklima Retarder 2x Tank,486 604 km,01/02/2022,Gazoil,DAF,,ALLEMAGNE,Prix sur demande,BAS WORLD DORTMUND, NordrheinWestfalen,https://photo.static-viamobilis.com/31/1/11162996_th.jpg,,20.5 Tonnes,4x2,459,Occasion
XLRTEH4300G344398,Tracteur DAF 480 XG 4X2 Retarder ACC 2x Tank,515 590 km,15/06/2022,Gazoil,DAF,,ALLEMAGNE,Prix sur demande,BAS WORLD DORTMUND, NordrheinWestfalen,https://photo.static-viamobilis.com/31/1/11163005_th.jpg,,20.5 Tonnes,4x2,510,Occasion
XLRTEH4300G405795,Tracteur DAF 480 XG 4X2 Retarder LED ACC,243 300 km,16/11/2022,Gazoil,DAF,,ALLEMAGNE,Prix sur demande,BAS WORLD DORTMUND, NordrheinWestfalen,https://photo.static-viamobilis.com/31/1/11163001_th.jpg,,20.5 Tonnes,4x2,510,Occasion
XLRTEH4300G320474,Tracteur MAN TGX 18.440,999 999 km,27/03/2013,Gazoil,MAN,,POLOGNE,Prix sur demande,HANDEL SAMOCHODAMI IMPORT EXPORT SAS LUCJAN,,https://photo.static-viamobilis.com/31/1/10962828-zdjecie-ciagnik_siodlowy_th.jpg,,19.5 Tonnes,4x2,479,Occasion
XLRTEH4300G342906,Tracteur DAF XF XF,1 194 000 km,01/01/2018,Gazoil,DAF,,ITALIE,Prix sur demande,VIVA BRESCIA DIESEL, Brescia,https://photo.static-viamobilis.com/31/1/10603637_th.jpg,,19 Tonnes,4x2,479,Occasion
XLRTEH4300G341001,Tracteur Volvo F6 FH 460 Globetrotter Tractor unit,678 165 km,15/01/2015,Gazoil,Volvo,,PAYS-BAS,Prix sur demande,S-TRUCKS BV, ZuidHolland,https://photo.static-viamobilis.com/31/1/11173876_th.jpg,,19 Tonnes,4x2,570,Occasion
XLRTEH4100G349058,Ensemble routier rideaux coulissants (plsc) DAF XF 480,617 900 km,20/06/2018,Gazoil,DAF,,ESPAGNE,Prix sur demande,"Extremeña de camiones, SA - MERIDA", Badajoz,https://photo.static-viamobilis.com/34/1/10263683_th.jpg,,19 Tonnes,4x2,482,Occasion
XLRTEF5300G439501,Tracteur DAF 480 XF,626 730 km,05/12/2018,Gazoil,DAF,,ESPAGNE,Prix sur demande,"Extremeña de camiones, SA - MERIDA", Badajoz,https://photo.static-viamobilis.com/31/1/10240727_th.jpg,,18 Tonnes,4x2,482,Occasion
XLRTEF5300G470563,Tracteur Renault T-High,827 115 km,13/10/2021,Gazoil,Renault,,ESPAGNE,Prix sur demande,"Extremeña de camiones, SA - MERIDA", Badajoz,https://photo.static-viamobilis.com/31/1/10877103_th.jpg,,18 Tonnes,4x2,482,Occasion
5263HSV,Tracteur Volvo N12 FM 370 E6 Flach Schlafkabine I-Shift NUR 120Tkm,984 029 km,01/06/2018,Gazoil,Volvo,,ALLEMAGNE,Prix sur demande,YOURTRUCKS GmbH, NordrheinWestfalen,https://photo.static-viamobilis.com/31/1/11058142_th.jpg,,40 Tonnes,4x2,482,Occasion
13475,Tracteur Renault T-Series,835 118 km,16/06/2015,Gazoil,Renault,,ESPAGNE,Prix sur demande,Motorisa SA, Islas Baleares,https://photo.static-viamobilis.com/31/1/11075864_th.jpg,,13 Tonnes,4x2,482,Occasion
13157,Tracteur DAF XF105,982 347 km,05/06/2008,Gazoil,DAF,,ITALIE,Prix sur demande,EFFRETTI SRL, Brescia,https://photo.static-viamobilis.com/31/1/7905040-foto-trattore_th.jpg,,19 Tonnes,4x2,482,Occasion
13917,Tracteur Renault T-Series,781 765 km,26/02/2021,Gazoil,Renault,,ESPAGNE,Prix sur demande,Scora SL - SEVILLA, Sevilla,https://photo.static-viamobilis.com/31/1/10776194_th.jpg,,18 Tonnes,4x2,482,Occasion
VS CI020,Tracteur Renault T-High,791 794 km,13/10/2021,Gazoil,Renault,,ESPAGNE,Prix sur demande,Scora SL - SEVILLA, Sevilla,https://photo.static-viamobilis.com/31/1/10831059_th.jpg,,18 Tonnes,4x2,482,Occasion
VS CI004,Tracteur Renault T-High,2 066 649 km,23/11/2021,Gazoil,Renault,,ESPAGNE,Prix sur demande,Scora SL - SEVILLA, Sevilla,https://photo.static-viamobilis.com/31/1/10831065_th.jpg,,18 Tonnes,4x2,530,Occasion
SIT_7694LWS,Tracteur Renault T-Series,653 446 km,24/03/2021,Gazoil,Renault,,ESPAGNE,Prix sur demande,Scora SL - SEVILLA, Sevilla,https://photo.static-viamobilis.com/31/1/10877272_th.jpg,,18 Tonnes,4x2,530,Occasion
