Réf. client :,Description,Kilométrage,Date de 1ere immatriculation,Energie,Marque,Modèle,Pays,Prix,Vendeur,Localisation,Poids à vide,PTC,Essieux,Puissance,Etat
10770,"Tracteur convoi exceptionnel MAN TGX 18.440 4x2 Low-Liner, Mega-SZM, Retarder",659966.0,2014-06-01,Hybride,MAN,,ALLEMAGNE,11000.0,VTS Trucks GmbH,NordrheinWestfalen,,25.7,4x2,460.0,Occasion
TF49869,Tracteur convoi exceptionnel MAN TGX 18.460 Euro6 4x2 Volumen-SZM,1090550.0,2018-10-01,Gazoil,MAN,,ALLEMAGNE,17500.0,VTS Trucks GmbH,NordrheinWestfalen,,19.0,4x2,450.0,Occasion
XLRTEF5300G441155,Tracteur convoi exceptionnel MAN TGX 18.460 Euro6 4x2 Volumen-SZM,168358.0,2018-12-01,Gazoil,MAN,,ALLEMAGNE,18500.0,VTS Trucks GmbH,NordrheinWestfalen,,19.0,4x2,480.0,Occasion
XLRTEF5300G441819,Tracteur convoi exceptionnel Mercedes MP3 4860 8x8 TITAN V8 Retarder,298458.0,2017-01-01,Gazoil,Mercedes,,ALLEMAGNE,14800.0,VTS Trucks GmbH,NordrheinWestfalen,,19.0,4x2,476.0,Occasion
25407M,Tracteur convoi exceptionnel MAN TGS 33.470 6x6 mit HMF 3220 Ladekran,766758.0,2021-04-01,Gazoil,MAN,,ALLEMAGNE,11000.0,VTS Trucks GmbH,NordrheinWestfalen,,27.0,4x2,439.0,Occasion
6169,"Tracteur MAN TGX 18.400 4x4H Euro6, Hydraulik",279176.0,2015-04-01,Gazoil,MAN,,ALLEMAGNE,15500.0,VTS Trucks GmbH,NordrheinWestfalen,,19.0,6x2,160.0,Occasion
239,"Tracteur Volvo FH16 16610 6x4, Blatt-/Luft, Hydraulik",89000.0,2005-02-01,Gazoil,Volvo,,ALLEMAGNE,18000.0,VTS Trucks GmbH,NordrheinWestfalen,,60.0,4x2,480.0,Occasion
274,"Tracteur Mercedes Arocs 1843 4x2 Blatt-/Luft Euro6, Kipphydraulik",297390.0,2014-07-01,Gazoil,Mercedes,,ALLEMAGNE,24900.0,VTS Trucks GmbH,NordrheinWestfalen,,19.0,4x2,460.0,Occasion
79894,"Tracteur convoi exceptionnel MAN TGX 18.460 Euro6 4x2 Low-Liner, Retarder",751376.0,2017-11-01,Gazoil,MAN,,ALLEMAGNE,52000.0,VTS Trucks GmbH,NordrheinWestfalen,,26.0,4x2,420.0,Occasion
751491,"Tracteur Scania L R470 4x2 Blatt-/uft, Hydraulik, Schaltgetriebe",856650.0,2006-04-01,Gazoil,Scania,,ALLEMAGNE,17500.0,VTS Trucks GmbH,NordrheinWestfalen,,20.5,6x2,400.0,Occasion
386104,"Tracteur Mercedes Arocs 1843 4x2 Blatt-/Luft Euro6, Kipphydraulik",465637.0,2013-08-01,Gazoil,Mercedes,,ALLEMAGNE,26900.0,VTS Trucks GmbH,NordrheinWestfalen,,19.5,6x4,430.0,Occasion
952804,"Tracteur MAN TGX 18.440 4x2 BL Retarder, Hydraulik, ACC, LDW",545368.0,2014-12-01,Gazoil,MAN,,ALLEMAGNE,18000.0,VTS Trucks GmbH,NordrheinWestfalen,,19.5,4x2,170.0,Occasion
137028,Tracteur convoi exceptionnel MAN TGX 18.460 Euro6 4x2 Volumen-SZM,379720.0,2017-12-01,Gazoil,MAN,,ALLEMAGNE,9000.0,VTS Trucks GmbH,NordrheinWestfalen,,20.5,4x2,462.0,Occasion
St_7118,Tracteur Mercedes E Actros 1842 LS 4x2 Euro6 Blatt-/Luft,253101.0,2017-09-01,Gazoil,Mercedes,,ALLEMAGNE,15550.0,VTS Trucks GmbH,NordrheinWestfalen,,18.0,4x2,460.0,Occasion
St_7210,Tracteur Mercedes E Actros 1840 EU6 Retarder Blatt/Luft ACC LDWS,571938.0,2015-12-01,Gazoil,Mercedes,,ALLEMAGNE,17500.0,VTS Trucks GmbH,NordrheinWestfalen,,19.0,4x2,510.0,Occasion
69667bf064dc736945aec1ea,Tracteur convoi exceptionnel Mercedes E Actros 1845 Euro6 4x2 Voll-Luft,826842.0,2014-09-01,Gazoil,Mercedes,,ALLEMAGNE,30000.0,VTS Trucks GmbH,NordrheinWestfalen,,20.5,4x2,449.0,Occasion
714036,Tracteur DAF XF 480 FT 4x2 Atlas 172.3E Funk TOP ZUSTAND,939000.0,2021-04-01,Gazoil,DAF,,ALLEMAGNE,33000.0,VTS Trucks GmbH,NordrheinWestfalen,,19.0,4x2,450.0,Occasion
26276,Tracteur Mercedes Actros 1848 MP1 4x2 Blatt-/Luft *TOP*,915000.0,1996-12-01,Gazoil,Mercedes,,ALLEMAGNE,92000.0,VTS Trucks GmbH,NordrheinWestfalen,,19.5,4x2,519.0,Occasion
25303,Tracteur Iveco S-WAY 490,530000.0,2023-07-26,Gazoil,Iveco,,ESPAGNE,84400.0,Talleres Garcid,Tarragona,,19.5,4x2,530.0,Occasion
24591,Tracteur produits dangereux / adr Iveco S-WAY 460,1155000.0,2020-12-02,Gazoil,Iveco,,ESPAGNE,40000.0,Talleres Garcid,Tarragona,,19.5,4x2,360.0,Occasion
25586,Tracteur convoi exceptionnel MAN TGX 18.460 4X2 LLS-U,1011200.0,2019-09-01,Gazoil,MAN,,ALLEMAGNE,89883.0,Salzgitter EuroLogistik GmbH,Niedersachsen,,19.0,4x2,469.0,Occasion
26190,Tracteur Iveco Stralis 400 / ZF Intarder / komplett,704600.0,2016-11-01,Gazoil,Iveco,,ALLEMAGNE,80000.0,Salzgitter EuroLogistik GmbH,Niedersachsen,,20.5,4x2,410.0,Occasion
22011,Tracteur Volvo FH 420/ PTO/Kipphydraulik/Alu-Felgen/S,876900.0,2017-09-01,Gazoil,Volvo,,ALLEMAGNE,33900.0,Salzgitter EuroLogistik GmbH,Niedersachsen,,19.0,4x2,448.0,Occasion
22638,Tracteur convoi exceptionnel MAN TGX 18.510 4x2 LL SA / Retarder / Hubkupplung,240.0,2021-06-01,Gazoil,MAN,,ALLEMAGNE,7800.0,Salzgitter EuroLogistik GmbH,Niedersachsen,,19.0,4x2,462.0,Occasion
26035,Tracteur Mercedes E Actros 1853 / Retarder / Kipphydraulik / PTO /6E,494.0,2022-04-01,Gazoil,Mercedes,,ALLEMAGNE,6800.0,Salzgitter EuroLogistik GmbH,Niedersachsen,,20.5,4x2,482.0,Occasion
019ce20f-668a-70df-9cb9-19389cca09d6,Tracteur convoi exceptionnel MAN TGX 18.460 4X2 LLS-U/Retarder/Standklima/ADR AT,647645.0,2019-03-01,Gazoil,MAN,,ALLEMAGNE,14800.0,Salzgitter EuroLogistik GmbH,Niedersachsen,,20.5,4x2,469.0,Occasion
1323,Tracteur convoi exceptionnel MAN TGX 18.460 4X2 LLS-U / Retarder,250200.0,2019-09-01,Gazoil,MAN,,ALLEMAGNE,5500.0,Salzgitter EuroLogistik GmbH,Niedersachsen,,20.5,4x2,448.0,Occasion
T6715,Tracteur Iveco Stralis 480 / ZF Intarder,268634.0,2016-03-01,Gazoil,Iveco,,ALLEMAGNE,16500.0,Salzgitter EuroLogistik GmbH,Niedersachsen,,20.5,4x2,475.0,Occasion
15561R0247,Tracteur convoi exceptionnel MAN TGX 18.460 4x2 LLS-U / Retarder / 2 Tanks,219226.0,2019-08-01,Gazoil,MAN,,ALLEMAGNE,15800.0,Salzgitter EuroLogistik GmbH,Niedersachsen,,19.0,4x2,480.0,Occasion
1824,Tracteur MAFI WT25T (Umsetzer Terberg Kamag),418801.0,2006-01-01,Gazoil,nc,,ALLEMAGNE,16500.0,Salzgitter EuroLogistik GmbH,Niedersachsen,,19.5,4x2,480.0,Occasion
447558649,Tracteur MAN TGX 18.460 4x2 BLS / Retarder,576015.0,2018-10-01,Gazoil,MAN,,ALLEMAGNE,24500.0,Salzgitter EuroLogistik GmbH,Niedersachsen,,20.5,6x4,480.0,Occasion
000590,Tracteur Iveco Stralis 460 / ZF Intarder,417669.0,2015-08-01,Gazoil,Iveco,,ALLEMAGNE,18000.0,Salzgitter EuroLogistik GmbH,Niedersachsen,,19.0,4x2,520.0,Occasion
242670,Tracteur convoi exceptionnel MAN TGX 18.500 / Retarder / Alu-Felgen / Xenon,366000.0,2018-04-01,Gazoil,MAN,,ALLEMAGNE,34000.0,Salzgitter EuroLogistik GmbH,Niedersachsen,,20.5,8x4,460.0,Occasion
668238,Tracteur convoi exceptionnel MAN TGX 18.460 LLS-U / Retarder / 2 Tanks,437000.0,2019-10-01,Gazoil,MAN,,ALLEMAGNE,43000.0,Salzgitter EuroLogistik GmbH,Niedersachsen,,19.0,4x2,420.0,Occasion
004540,Tracteur Iveco Stralis 400 / Intarder / KOMPLETT !,477431.0,2016-11-01,Gazoil,Iveco,,ALLEMAGNE,49900.0,Salzgitter EuroLogistik GmbH,Niedersachsen,,18.0,4x2,476.0,Occasion
972450,Tracteur MAN TGS 26.510 6x2/4 BL SA / ZF Intarder / Lenkachse,379221.0,2021-03-01,Gazoil,MAN,,ALLEMAGNE,44000.0,Salzgitter EuroLogistik GmbH,Niedersachsen,,44.0,4x2,476.0,Occasion
110841,Tracteur convoi exceptionnel MAN TGX 18.460 4X2 LLS-U / Retarder / 2 Tanks,1128.0,2018-09-01,Gazoil,MAN,,ALLEMAGNE,68500.0,Salzgitter EuroLogistik GmbH,Niedersachsen,,19.5,4x2,460.0,Occasion
212701,Tracteur Volvo FH 460 / Kipphydraulik / 6D / LNG GAS,1451402.0,2020-11-01,Gazoil,Volvo,,ALLEMAGNE,18000.0,Salzgitter EuroLogistik GmbH,Niedersachsen,,50.0,4x2,460.0,Occasion
306901,Tracteur convoi exceptionnel MAN TGX 18.460 LLS-U / Retarder / 2 Tanks,274798.0,2019-09-01,Gazoil,MAN,,ALLEMAGNE,59000.0,Salzgitter EuroLogistik GmbH,Niedersachsen,,18.0,4x2,501.0,Occasion
992923,Tracteur convoi exceptionnel MAN TGX 18.360 4X2 LLS-U,1340121.0,2014-05-01,Gazoil,MAN,,ALLEMAGNE,69500.0,Salzgitter EuroLogistik GmbH,Niedersachsen,,18.0,4x2,436.0,Occasion
311027,Tracteur MAN TGX 18.500 4X2 BLS / Retarder,811831.0,2018-03-01,Gazoil,MAN,,ALLEMAGNE,2050.0,Salzgitter EuroLogistik GmbH,Niedersachsen,,18.0,4x2,530.0,Occasion
306922,Tracteur convoi exceptionnel MAN TGX 18.460 4X2 LLS-U,1350673.0,2019-08-01,Gazoil,MAN,,ALLEMAGNE,1750.0,Salzgitter EuroLogistik GmbH,Niedersachsen,,18.0,4x2,449.0,Occasion
026339,Tracteur BMC TUĞRA TGR 1846,424070.0,2021-11-07,Gazoil,BMC,,ESPAGNE,1150.0,Servitrucks 2014 S.L.,Gerona,,18.0,4x2,510.0,Occasion
U3211,Tracteur DAF XF 480,470930.0,2023-06-03,Gazoil,DAF,,ESPAGNE,55000.0,Servitrucks 2014 S.L.,Gerona,,19.5,4x2,451.0,Occasion
U3264,Tracteur BMC TUĞRA TGR 1846,510976.0,2023-10-09,Gazoil,BMC,,ESPAGNE,25500.0,Servitrucks 2014 S.L.,Gerona,,19.5,4x4,510.0,Occasion
71921,Véhicule pour pièces MAN TGX 18.480 XLX,809460.0,2016-09-09,Gazoil,MAN,,ESPAGNE,8790.0,"MONTSENY TRUCKS, SL",Barcelona,,19.5,4x2,561.0,Occasion
AM49970,Tracteur MAN TGS 18.440 LX,1024661.0,2016-10-18,Gazoil,MAN,,ESPAGNE,8490.0,"MONTSENY TRUCKS, SL",Barcelona,,19.5,4x2,449.0,Occasion
TC90140,Tracteur MAN TGX 18.480 XLX,757721.0,2014-10-07,Gazoil,MAN,,ESPAGNE,58400.0,"MONTSENY TRUCKS, SL",Barcelona,,19.5,4x2,501.0,Occasion
TC85343,Tracteur DAF XF 460 FTP,720701.0,2016-09-26,Gazoil,DAF,,ESPAGNE,63200.0,"MONTSENY TRUCKS, SL",Barcelona,,19.5,4x2,449.0,Occasion
TC57507,Tracteur produits dangereux / adr Mercedes Actros 1846 LS,509682.0,2018-05-28,Gazoil,Mercedes,,ESPAGNE,63200.0,"MONTSENY TRUCKS, SL",Barcelona,,19.5,4x2,451.0,Occasion
TC41525,Tracteur MAN TGX 18.500 XLX,821415.0,2019-06-27,Gazoil,MAN,,ESPAGNE,65100.0,"MONTSENY TRUCKS, SL",Barcelona,,19.5,4x2,501.0,Occasion
TC12625,Tracteur Renault T440 SLEEPER CAB,1021825.0,2019-01-18,Gazoil,Renault,,ESPAGNE,58500.0,TRUCKSUR SL,Sevilla,,19.5,6x4,441.0,Occasion
70314241,Tracteur Renault T480 SLEEPER CAB,1003781.0,2019-10-16,Gazoil,Renault,,ESPAGNE,35700.0,TRUCKSUR SL,Sevilla,,19.5,4x2,531.0,Occasion
70308360,Tracteur Iveco S-WAY AS440S46T/P,941627.0,2020-08-08,Gazoil,Iveco,,ESPAGNE,65600.0,TRUCKSUR SL,Sevilla,,19.5,4x2,459.0,Occasion
70311164,Tracteur MAN TGX 18.510,926692.0,2021-12-17,Gazoil,MAN,,ESPAGNE,65500.0,TRUCKSUR SL,Sevilla,,19.5,4x2,479.0,Occasion
70308359,Tracteur Scania R450,1086371.0,2022-07-15,Gazoil,Scania,,ESPAGNE,41700.0,TRUCKSUR SL,Sevilla,,19.5,4x2,479.0,Occasion
70314243,Tracteur Scania R 520,9.0,2014-12-03,Gazoil,Scania,,ESPAGNE,84500.0,TRUCKSUR SL,Sevilla,,19.5,4x2,479.0,Occasion
70312351,Tracteur Renault T480 SLEEPER CAB EVO,10.0,2022-11-09,Gazoil,Renault,,ESPAGNE,57800.0,TRUCKSUR SL,Sevilla,,19.5,4x2,530.0,Occasion
70311136,Tracteur Scania R450,399123.0,2022-07-15,Gazoil,Scania,,ESPAGNE,65900.0,TRUCKSUR SL,Sevilla,,19.5,4x2,500.0,Occasion
70312349,Tracteur Volvo neuf FH 500,361302.0,,Gazoil,Volvo,,ESPAGNE,72200.0,CT Trucks Madrid,Madrid,,19.5,6x4,479.0,Neuf
70311168,Tracteur DAF neuf XG 480,363598.0,,Gazoil,DAF,,ESPAGNE,58400.0,CT Trucks Madrid,Madrid,,19.5,4x2,470.0,Neuf
70310973,Tracteur Volvo FH 500 Globetrotter XL,396741.0,2021-06-20,Gazoil,Volvo,,ESPAGNE,34700.0,CT Trucks Madrid,Madrid,,19.5,4x2,479.0,Occasion
70309836,Tracteur produits dangereux / adr Mercedes Actros 1842 LS,375357.0,2012-04-28,Gazoil,Mercedes,,ESPAGNE,63800.0,"Gopar Trucks, S.L.",Valencia,,19.5,6x4,530.0,Occasion
70309852,Tracteur Ford F MAX 500,345005.0,2021-02-01,Gazoil,Ford,,ITALIE,36300.0,SG TRADING SRL,Brescia,,19.5,4x2,500.0,Occasion
70310974,Tracteur Mercedes neuf Actros 1848 LS TECHO BAJO,363130.0,2024-09-06,Gazoil,Mercedes,,ESPAGNE,35400.0,CONCESUR USED TRUCKS,Sevilla,,19.5,4x2,479.0,Neuf
70311134,Tracteur Mercedes Actros 1851 LS,335708.0,2021-01-05,Gazoil,Mercedes,,ESPAGNE,33200.0,CONCESUR USED TRUCKS,Sevilla,,19.5,8x4,479.0,Occasion
70312350,Tracteur MAN TGX 18.560,702864.0,2015-06-09,Gazoil,MAN,,ESPAGNE,58400.0,CONCESUR USED TRUCKS,Sevilla,,19.5,4x2,530.0,Occasion
0607/24,Tracteur produits dangereux / adr DAF neuf XG 530,1086271.0,,Gazoil,DAF,,ITALIE,65500.0,Truck Impex srl,Livorno,,19.5,4x2,500.0,Neuf
0116/26-1,Tracteur produits dangereux / adr Iveco S-WAY 480,751267.0,2021-12-16,Gazoil,Iveco,,ITALIE,68500.0,Truck Impex srl,Livorno,,19.5,4x2,479.0,Occasion
NB49968,Tracteur DAF XG New generation 480,917249.0,2022-10-15,Gazoil,DAF,,ITALIE,64900.0,Truck Impex srl,Livorno,,19.5,4x2,500.0,Occasion
LE49969,Tracteur DAF XG New generation 480,356951.0,2023-02-15,Gazoil,DAF,,ITALIE,65500.0,Truck Impex srl,Livorno,,19.5,4x2,509.0,Occasion
WZ49969,Tracteur Iveco Stralis 480,360012.0,2015-10-29,Gazoil,Iveco,,ITALIE,35300.0,Truck Impex srl,Livorno,,19.5,4x2,459.0,Occasion
0G321288,Tracteur produits dangereux / adr Iveco S-WAY 480,740000.0,2021-12-15,Gazoil,Iveco,,ITALIE,58500.0,Truck Impex srl,Livorno,,19.5,4x2,482.0,Occasion
066423,Tracteur produits dangereux / adr DAF neuf XG 530,659589.0,,Gazoil,DAF,,ITALIE,64400.0,Truck Impex srl,Livorno,,19.5,4x2,398.0,Neuf
L50469,"Tracteur Iveco Stralis 460, Euro-6, Klima, Standklima, Erdgas",273277.0,2020-02-01,Gazoil,Iveco,,ALLEMAGNE,38600.0,Venta Handels GmbH,BadenWürttemberg,,19.5,4x2,480.0,Occasion
274936,Tracteur Iveco Stralis 460,694623.0,2020-02-01,Gazoil,Iveco,,ALLEMAGNE,35300.0,Venta Handels GmbH,BadenWürttemberg,,19.5,6x2,482.0,Occasion
080843,Tracteur DAF 480 XFn FT 4X2,693212.0,2022-04-26,Gazoil,DAF,,ALLEMAGNE,34600.0,DAF Used Trucks Deutschland,NordrheinWestfalen,,19.5,4x2,482.0,Occasion
L48723,Tracteur DAF 480 XG FT 4X2,311500.0,2022-02-25,Gazoil,DAF,,ALLEMAGNE,54000.0,DAF Used Trucks Deutschland,NordrheinWestfalen,,19.5,4x2,482.0,Occasion
a11068129,Tracteur DAF 480 XG FT LOW DECK 4X2,654730.0,2022-09-12,Gazoil,DAF,,ALLEMAGNE,35800.0,DAF Used Trucks Deutschland,NordrheinWestfalen,,19.5,6x4,482.0,Occasion
22430345,Tracteur DAF 480 XG FT 4X2,917916.0,2022-09-28,Gazoil,DAF,,ALLEMAGNE,65300.0,DAF Used Trucks Deutschland,NordrheinWestfalen,,19.5,6x4,482.0,Occasion
22884956,Tracteur DAF 480 XFn FT 4X2,524540.0,2022-01-30,Gazoil,DAF,,ALLEMAGNE,35700.0,DAF Used Trucks Deutschland,NordrheinWestfalen,,19.5,4x2,482.0,Occasion
IVECO AS440 S,Tracteur DAF 480 XF FT LOW DECK 4X2,625617.0,2021-08-19,Gazoil,DAF,,ALLEMAGNE,43600.0,DAF Used Trucks Deutschland,NordrheinWestfalen,,19.5,4x2,482.0,Occasion
266929,Tracteur DAF 480 XG FT 4X2,326000.0,2022-06-02,Gazoil,DAF,,ALLEMAGNE,65700.0,DAF Used Trucks Deutschland,NordrheinWestfalen,,19.5,4x2,482.0,Occasion
019ce1ee-680f-7bd5-9074-5a6b74a7d8b5,Tracteur DAF 480 XG FT 4X2,1172428.0,2022-10-13,Gazoil,DAF,,ALLEMAGNE,32000.0,DAF Used Trucks Deutschland,NordrheinWestfalen,,19.5,4x2,510.0,Occasion
96BLR1,Tracteur DAF 480 XF FT LOW DECK 4X2,358798.0,2022-02-28,Gazoil,DAF,,ALLEMAGNE,69200.0,DAF Used Trucks Deutschland,NordrheinWestfalen,,19.5,4x2,500.0,Occasion
NO: 41 DAF XF 460 6X2 Manual Gearbox Euro 6 2015,Tracteur DAF XG + 530 FT 4X2,291045.0,2023-08-18,Gazoil,DAF,,ALLEMAGNE,65100.0,DAF Used Trucks Deutschland,NordrheinWestfalen,,19.5,6x4,430.0,Occasion
019ce126-715c-7265-b08f-0b210f96d639,Tracteur DAF 480 XFn FT 4X2,330663.0,2022-01-30,Gazoil,DAF,,ALLEMAGNE,36300.0,DAF Used Trucks Deutschland,NordrheinWestfalen,,19.5,6x4,510.0,Occasion
019ce11d-1236-7533-893d-f76469a3978e,Tracteur DAF 480 XG FT 4X2,288662.0,2022-10-04,Gazoil,DAF,,ALLEMAGNE,32000.0,DAF Used Trucks Deutschland,NordrheinWestfalen,,19.5,4x2,501.0,Occasion
11094,Tracteur DAF 480 XG FT 4X2,424827.0,2023-12-08,Gazoil,DAF,,ALLEMAGNE,64300.0,DAF Used Trucks Deutschland,NordrheinWestfalen,,19.5,4x2,604.0,Occasion
231498,Tracteur DAF 480 XFn FT 4X2,438775.0,2022-06-02,Gazoil,DAF,,ALLEMAGNE,64000.0,DAF Used Trucks Deutschland,NordrheinWestfalen,,19.5,4x2,520.0,Occasion
231888,Tracteur DAF 480 XF FT LOW DECK 4X2,458939.0,2021-09-02,Gazoil,DAF,,ALLEMAGNE,27300.0,DAF Used Trucks Deutschland,NordrheinWestfalen,,19.5,4x2,480.0,Occasion
231496,Tracteur DAF XG 530 FT 4X2,661000.0,2022-09-29,Gazoil,DAF,,ALLEMAGNE,37400.0,DAF Used Trucks Deutschland,NordrheinWestfalen,,19.5,4x2,480.0,Occasion
TC83477,Tracteur DAF 480 XF FT 4X2,383818.0,2021-07-05,Gazoil,DAF,,ALLEMAGNE,35300.0,DAF Used Trucks Deutschland,NordrheinWestfalen,,19.5,4x2,480.0,Occasion
65//0/0,Tracteur DAF 480 XF FT LOW DECK 4X2,360396.0,2021-07-29,Gazoil,DAF,,ALLEMAGNE,57100.0,DAF Used Trucks Deutschland,NordrheinWestfalen,,19.5,6x4,520.0,Occasion
25752,Tracteur DAF 480 XF FT LOW DECK 4X2,722625.0,2021-11-08,Gazoil,DAF,,ALLEMAGNE,64700.0,DAF Used Trucks Deutschland,NordrheinWestfalen,,19.5,4x2,520.0,Occasion
H290248,Tracteur DAF 480 XFn FT 4X2,460000.0,2022-02-10,Gazoil,DAF,,ALLEMAGNE,32000.0,DAF Used Trucks Deutschland,NordrheinWestfalen,,19.5,4x2,460.0,Occasion
H290148,Tracteur DAF 480 XG FT 4X2,550000.0,2022-06-02,Gazoil,DAF,,ALLEMAGNE,40100.0,DAF Used Trucks Deutschland,NordrheinWestfalen,,19.5,4x2,460.0,Occasion
H290272,Tracteur DAF 480 XG FT 4X2,861700.0,2022-09-28,Gazoil,DAF,,ALLEMAGNE,33700.0,DAF Used Trucks Deutschland,NordrheinWestfalen,,19.5,4x2,530.0,Occasion
8.1/5/0,Tracteur DAF 480 XG FT 4X2,706500.0,2022-08-19,Gazoil,DAF,,ALLEMAGNE,65600.0,DAF Used Trucks Deutschland,NordrheinWestfalen,,19.5,4x2,530.0,Occasion
5.5.0/0,Tracteur DAF 480 XF FT LOW DECK 4X2,1001000.0,2022-02-28,Gazoil,DAF,,ALLEMAGNE,35300.0,DAF Used Trucks Deutschland,NordrheinWestfalen,,19.5,4x2,483.0,Occasion
9/5/00,Tracteur DAF 480 XG FT 4X2,812500.0,2022-09-13,Gazoil,DAF,,ALLEMAGNE,32000.0,DAF Used Trucks Deutschland,NordrheinWestfalen,,19.5,4x2,361.0,Occasion
4///8/1/2/0,Tracteur DAF 480 XF FT 4X2,1084424.0,2021-03-23,Gazoil,DAF,,ALLEMAGNE,57500.0,DAF Used Trucks Deutschland,NordrheinWestfalen,,19.5,4x2,510.0,Occasion
9.//0/./00,Tracteur DAF 480 XF FT LOW DECK 4X2,765000.0,2021-10-11,Gazoil,DAF,,ALLEMAGNE,65600.0,DAF Used Trucks Deutschland,NordrheinWestfalen,,19.5,4x2,476.0,Occasion
"8.1.0,0",Tracteur DAF 480 XF FT LOW DECK 4X2,800000.0,2021-07-27,Gazoil,DAF,,ALLEMAGNE,37100.0,DAF Used Trucks Deutschland,NordrheinWestfalen,,19.5,4x2,580.0,Occasion
019cdcf2-aa3e-7bd4-975d-225c88db3d0f,Tracteur DAF 480 XFn FT 4X2,630875.0,2022-03-28,Gazoil,DAF,,ALLEMAGNE,58500.0,DAF Used Trucks Deutschland,NordrheinWestfalen,,19.5,4x2,449.0,Occasion
7/2//80,Tracteur DAF 480 XF FT LOW DECK 4X2,502000.0,2021-09-22,Gazoil,DAF,,ALLEMAGNE,56600.0,DAF Used Trucks Deutschland,NordrheinWestfalen,,19.5,4x2,441.0,Occasion
67860,Tracteur DAF 480 XG FT 4X2,970000.0,2022-10-19,Gazoil,DAF,,ALLEMAGNE,65200.0,DAF Used Trucks Deutschland,NordrheinWestfalen,,19.5,4x2,361.0,Occasion
67762,Tracteur DAF 480 XF FT LOW DECK 4X2,518232.0,2022-04-11,Gazoil,DAF,,ALLEMAGNE,58400.0,DAF Used Trucks Deutschland,NordrheinWestfalen,,19.5,4x2,422.0,Occasion
70652,Tracteur DAF 480 XF FT LOW DECK 4X2,608906.0,2022-02-04,Gazoil,DAF,,ALLEMAGNE,14900.0,DAF Used Trucks Deutschland,NordrheinWestfalen,,19.5,4x2,441.0,Occasion
71026,Tracteur DAF 480 XG FT 4X2,370018.0,2022-10-20,Gazoil,DAF,,ALLEMAGNE,10900.0,DAF Used Trucks Deutschland,NordrheinWestfalen,,19.5,4x2,561.0,Occasion
70488,Tracteur DAF 480 XF FT 4X2,362507.0,2021-04-26,Gazoil,DAF,,ALLEMAGNE,35900.0,DAF Used Trucks Deutschland,NordrheinWestfalen,,19.5,6x2,460.0,Occasion
657,Tracteur DAF 480 XG FT 4X2,388582.0,2023-02-09,Gazoil,DAF,,ALLEMAGNE,19900.0,DAF Used Trucks Deutschland,NordrheinWestfalen,,19.5,6x2,441.0,Occasion
7-107-,Tracteur DAF 480 XF FT LOW DECK 4X2,351170.0,2021-11-15,Gazoil,DAF,,ALLEMAGNE,12000.0,DAF Used Trucks Deutschland,NordrheinWestfalen,,19.5,4x2,290.0,Occasion
737,Tracteur DAF 480 XG FT 4X2,667000.0,2022-10-13,Gazoil,DAF,,ALLEMAGNE,37900.0,DAF Used Trucks Deutschland,NordrheinWestfalen,,19.5,4x2,361.0,Occasion
7-187N,Tracteur DAF 480 XF FT 4X2,579575.0,2021-04-19,Gazoil,DAF,,ALLEMAGNE,59900.0,DAF Used Trucks Deutschland,NordrheinWestfalen,,19.5,4x2,460.0,Occasion
71435,Tracteur DAF 480 XF FT LOW DECK 4X2,862442.0,2021-07-27,Gazoil,DAF,,ALLEMAGNE,59900.0,DAF Used Trucks Deutschland,NordrheinWestfalen,,19.5,4x2,460.0,Occasion
70231,Tracteur DAF 480 XG FT 4X2,1108000.0,2022-10-26,Gazoil,DAF,,ALLEMAGNE,89900.0,DAF Used Trucks Deutschland,NordrheinWestfalen,,20.5,4x2,460.0,Occasion
70479,Tracteur DAF 480 XG FT 4X2,567000.0,2022-08-30,Gazoil,DAF,,ALLEMAGNE,57000.0,DAF Used Trucks Deutschland,NordrheinWestfalen,,19.5,6x2,361.0,Occasion
70487,Tracteur DAF 480 XF FT 4X2,594000.0,2022-01-05,Gazoil,DAF,,ALLEMAGNE,43000.0,DAF Used Trucks Deutschland,NordrheinWestfalen,,19.5,4x2,361.0,Occasion
70660,Tracteur DAF 480 XF FT 4X2,916000.0,2021-08-18,Gazoil,DAF,,ALLEMAGNE,16450.0,DAF Used Trucks Deutschland,NordrheinWestfalen,,19.5,4x2,460.0,Occasion
64838,Tracteur DAF 480 XF FT LOW DECK 4X2,821000.0,2021-05-12,Gazoil,DAF,,ALLEMAGNE,16750.0,DAF Used Trucks Deutschland,NordrheinWestfalen,,19.5,4x2,581.0,Occasion
69935,Tracteur DAF 480 XG FT 4X2,414000.0,2022-07-05,Gazoil,DAF,,ALLEMAGNE,9850.0,DAF Used Trucks Deutschland,NordrheinWestfalen,,20.5,4x2,476.0,Occasion
68583,Tracteur DAF 480 XG FT 4X2,700000.0,2022-07-06,Gazoil,DAF,,ALLEMAGNE,74900.0,DAF Used Trucks Deutschland,NordrheinWestfalen,,19.5,4x2,469.0,Occasion
69216,Tracteur DAF 480 XF FT LOW DECK 4X2,391412.0,2021-10-07,Gazoil,DAF,,ALLEMAGNE,59750.0,DAF Used Trucks Deutschland,NordrheinWestfalen,,19.5,4x2,530.0,Occasion
