Réf. client :,Description,Kilométrage,Date de 1ere immatriculation,Energie,Marque,Modèle,Pays,Prix,Vendeur,Localisation,Poids à vide,PTC,Essieux,Puissance,Etat
69967,Tracteur DAF 480 XG FT 4X2,443307.0,2023-01-30,Gazoil,DAF,,ALLEMAGNE,30850.0,DAF Used Trucks Deutschland,NordrheinWestfalen,,19.5,4x2,480.0,Occasion
69652,Tracteur DAF 480 XF FT 4X2,364717.0,2021-09-16,Gazoil,DAF,,ALLEMAGNE,41450.0,DAF Used Trucks Deutschland,NordrheinWestfalen,,19.5,4x2,476.0,Occasion
67249,Tracteur DAF 480 XFn FT 4X2,485751.0,2022-06-02,Gazoil,DAF,,ALLEMAGNE,83308.0,DAF Used Trucks Deutschland,NordrheinWestfalen,,19.5,4x2,441.0,Occasion
70230,Tracteur DAF 480 XG FT 4X2,513713.0,2022-07-03,Gazoil,DAF,,ALLEMAGNE,82000.0,DAF Used Trucks Deutschland,NordrheinWestfalen,,19.5,4x2,480.0,Occasion
70480,Tracteur DAF 480 XF FT 4X2,383742.0,2021-05-07,Gazoil,DAF,,ALLEMAGNE,8500.0,DAF Used Trucks Deutschland,NordrheinWestfalen,,19.5,4x2,490.0,Occasion
69513,Tracteur DAF 480 XFn FT 4X2,478636.0,2022-01-25,Gazoil,DAF,,ALLEMAGNE,36500.0,DAF Used Trucks Deutschland,NordrheinWestfalen,,20.5,4x2,450.0,Occasion
EL24522,Tracteur DAF 480 XFn FT 4X2,112917.0,2022-03-31,Gazoil,DAF,,ALLEMAGNE,48500.0,DAF Used Trucks Deutschland,NordrheinWestfalen,,20.5,4x2,460.0,Occasion
EL24619,Tracteur DAF 480 XG FT 4X2,278943.0,2022-06-02,Gazoil,DAF,,ALLEMAGNE,33500.0,DAF Used Trucks Deutschland,NordrheinWestfalen,,19.5,4x2,470.0,Occasion
EL24711,Tracteur DAF 480 XFn FT 4X2,555699.0,2022-04-25,Gazoil,DAF,,ALLEMAGNE,56000.0,DAF Used Trucks Deutschland,NordrheinWestfalen,,19.5,4x2,460.0,Occasion
EL24653,"Tracteur MAN G420 TGX 18.420 XLX, E6",363069.0,2017-03-13,Gazoil,MAN,,AUTRICHE,25750.0,MG Handel GmbH,Oberösterreich,,19.5,4x2,482.0,Occasion
EL24630,"Tracteur Ford F MAX F-MAX 500, Intarder, Alufelgen",158754.0,2024-03-10,Gazoil,Ford,,AUTRICHE,119750.0,MG Handel GmbH,Oberösterreich,,19.5,4x2,520.0,Occasion - Accidenté
23444388,"Tracteur DAF XF460 XF 460 SSC, Automatik, EURO6, Standklima",230011.0,2016-09-07,Gazoil,DAF,,AUTRICHE,12750.0,MG Handel GmbH,Oberösterreich,,19.5,4x2,500.0,Occasion
BR828,Tracteur MAN TGX TGX 18.430 4x2 BL SA,314066.0,2023-04-01,Gazoil,MAN,,ITALIE,82900.0,MAN TRUCK & BUS ITALIA - Centro usato MAN Top Used,Piacenza,,19.5,4x4,769.0,Occasion
ET942,Tracteur DAF 480 XF 480 SSC / 2 SZTUKI PRZEB 240-255 TYS KM/ SE,457125.0,2021-04-01,Gazoil,DAF,,POLOGNE,81900.0,PTUH PIOTRANS Piotr Harabin,Świętokrzyskie,,19.5,4x2,510.0,Occasion
818,Tracteur MAN G420 TGX 18420 XL BLS-INTARDER+HYDR,324731.0,2017-07-03,Gazoil,MAN,,BELGIQUE,32100.0,BRAEM SA Belgique,WestVlaanderen,,19.5,4x2,476.0,Occasion
c_107340,Tracteur MAN TGX 18.460 XLX BLS -INTARDER-ADR,267417.0,2017-05-02,Gazoil,MAN,,BELGIQUE,65900.0,BRAEM SA Belgique,WestVlaanderen,,19.0,8x4,450.0,Occasion
307091,Tracteur Volvo FH 400+E5+KIPHYDR.,489694.0,2008-09-29,Gazoil,Volvo,,BELGIQUE,65900.0,BRAEM SA Belgique,WestVlaanderen,,26.5,4x2,462.0,Occasion
113901,Tracteur MAN TGS 26.470 6X6H+HYDR,334368.0,2020-05-25,Gazoil,MAN,,BELGIQUE,69200.0,BRAEM SA Belgique,WestVlaanderen,,18.6,4x2,399.0,Occasion
113921,Tracteur MAN TGS 18.510 BLS - 4X4H - HYDR.,396524.0,2022-04-05,Gazoil,MAN,,BELGIQUE,44900.0,BRAEM SA Belgique,WestVlaanderen,,19.0,6x2,459.0,Occasion
69969,Tracteur Scania P R450 + KIHYDR.,404877.0,2017-03-24,Gazoil,Scania,,BELGIQUE,8400.0,BRAEM SA Belgique,WestVlaanderen,,19.0,4x2,399.0,Occasion
70836,Tracteur MAN TGS 33.440 BLS+ Big Axles+HYDR.,485939.0,2014-09-04,Gazoil,MAN,,BELGIQUE,44900.0,BRAEM SA Belgique,WestVlaanderen,,18.0,4x2,399.0,Occasion
71025,Tracteur Scania R 420,267519.0,2006-01-01,Gazoil,Scania,,ITALIE,72800.0,BLU Trucks srl - Commercio Veicoli Commerciali e Macchine movimento Terra,Brescia,,18.0,4x2,580.0,Occasion
70636,Tracteur MAN TGX 18.470,364196.0,2021-11-16,Gazoil,MAN,,ESPAGNE,58900.0,EUROPEA DE COMERCIO VILASANA S.L,Lérida,,18.0,4x2,451.0,Occasion
70638,Tracteur Mercedes Actros 1845,297815.0,2018-10-11,Gazoil,Mercedes,,ESPAGNE,10900.0,JS Trucks Europe SL,Barcelona,,18.0,6x4,440.0,Occasion
XLRTEH4300G376641,Tracteur Mercedes Actros 1851 LS,389781.0,2022-02-10,Gazoil,Mercedes,,ESPAGNE,38900.0,Pañalon sa.,Albacete,,20.5,6x4,479.0,Occasion
69925,"Tracteur Iveco Stralis 460 X-Way, 253dkm!!!TIPPERHYDRAULIK!!",350093.0,2018-09-20,Gazoil,Iveco,,PAYS-BAS,5000.0,DEKO BV,NoordBrabant,,19.5,4x2,479.0,Occasion
71021,Tracteur Volvo F7 FH 8x2 CRANE PALFINGER 74tm/Flyjib /WINCH!!TOP NL TRUCK!,407951.0,2009-03-03,Gazoil,Volvo,,PAYS-BAS,5000.0,DEKO BV,NoordBrabant,,20.5,4x2,459.0,Occasion
70662,Tracteur Mercedes Arocs 3351 6x4 LS!! TRK 180ton!!UNUSED!!TURBO RETARDER!!BELGIUM TRUCK!!,308822.0,2021-08-19,Gazoil,Mercedes,,PAYS-BAS,5000.0,DEKO BV,NoordBrabant,,20.5,4x2,429.0,Occasion
69792,Tracteur Volvo FH 500 !TRACTOR!!!CRANE/GRUE/HIAB 85TM!!TOP!EURO6,377144.0,2013-12-11,Gazoil,Volvo,,PAYS-BAS,5000.0,DEKO BV,NoordBrabant,,18.0,4x2,429.0,Occasion
69788,Tracteur Mercedes E Actros 1940 Euro 6!!KIPHYDRAULIK/PTO!,385713.0,2015-03-03,Gazoil,Mercedes,,PAYS-BAS,5000.0,DEKO BV,NoordBrabant,,18.0,4x4,530.0,Occasion
70630,Tracteur Renault neuf T-High THIGH 480,458447.0,,Gazoil,Renault,,ITALIE,38000.0,DIESEL CAR by FINAZZI snc,Bergamo,,18.0,6x2,459.0,Neuf
69793,Tracteur Renault T-Series,326915.0,2014-02-12,Gazoil,Renault,,ITALIE,5000.0,DIESEL CAR by FINAZZI snc,Bergamo,,19.5,4x2,450.0,Occasion
70664,Tracteur surbaissé DAF XF,306327.0,2017-12-04,Gazoil,DAF,,ITALIE,5000.0,DIESEL CAR by FINAZZI snc,Bergamo,,20.0,4x2,479.0,Occasion
70663,Tracteur Renault,233163.0,2016-09-12,Gazoil,Renault,,ITALIE,5000.0,DIESEL CAR by FINAZZI snc,Bergamo,,19.5,4x2,459.0,Occasion
69786,Tracteur Scania,312491.0,2013-02-04,GNL,Scania,,ITALIE,5000.0,DIESEL CAR by FINAZZI snc,Bergamo,,18.0,4x2,450.0,Occasion
71371,Tracteur MAN,321798.0,2016-07-27,Gazoil,MAN,,ITALIE,27950.0,DIESEL CAR by FINAZZI snc,Bergamo,,20.5,4x2,459.0,Occasion
67955,Tracteur MAN TGX 18.500 18-500,430000.0,2018-04-03,Gazoil,MAN,,BELGIQUE,49500.0,NUYTTENS TRUCKS BVBA,WestVlaanderen,,19.5,4x2,459.0,Occasion
69516,Tracteur Renault Premium 460 460 DXI,447000.0,2012-01-13,Gazoil,Renault,,BELGIQUE,31500.0,NUYTTENS TRUCKS BVBA,WestVlaanderen,,18.0,4x2,500.0,Occasion
70108,Tracteur produits dangereux / adr Iveco neuf S-Way 500 4X2 NEW! HPEB 2xTanks Standklima LED Navi,697000.0,2026-01-01,Gazoil,Iveco,,ALLEMAGNE,15000.0,BAS WORLD DORTMUND,NordrheinWestfalen,,20.5,4x2,449.0,Neuf
70233,Tracteur Iveco neuf S-Way 500 4X2 NEW! HPEB ACC Navi Mirrorcams Euro 6,232000.0,2026-01-01,Gazoil,Iveco,,ALLEMAGNE,29500.0,BAS WORLD DORTMUND,NordrheinWestfalen,,27.0,4x2,510.0,Neuf
71086,Tracteur DAF 480 XF FT LOW DECK 4X2,862442.0,2021-04-27,Gazoil,DAF,,ALLEMAGNE,29500.0,DAF Used Trucks Deutschland,NordrheinWestfalen,,30.0,6x2,469.0,Occasion
71087,Tracteur DAF 480 XG FT 4X2,643000.0,2023-02-01,Gazoil,DAF,,ALLEMAGNE,47000.0,DAF Used Trucks Deutschland,NordrheinWestfalen,,20.5,4x2,482.0,Occasion
71088,Tracteur DAF 480 XG FT 4X2,310000.0,2023-02-01,Gazoil,DAF,,ALLEMAGNE,26000.0,DAF Used Trucks Deutschland,NordrheinWestfalen,,20.5,4x2,470.0,Occasion
71094,Tracteur DAF 480 XG FT 4X2,450000.0,2023-02-09,Gazoil,DAF,,ALLEMAGNE,18500.0,DAF Used Trucks Deutschland,NordrheinWestfalen,,19.0,4x2,470.0,Occasion
71089,Tracteur DAF 480 XG,477754.0,2022-01-01,Gazoil,DAF,,BELGIQUE,16000.0,BVBA THETRUCKCOMPANY,WestVlaanderen,,19.0,4x2,470.0,Occasion
69945,Tracteur Iveco Stralis AS440S46 TIP CLNG,555299.0,2019-10-01,Gazoil,Iveco,,BELGIQUE,26000.0,BVBA THETRUCKCOMPANY,WestVlaanderen,,19.0,4x2,436.0,Occasion
NR39203,Tracteur DAF 480 XG,482000.0,2022-01-01,Gazoil,DAF,,BELGIQUE,26000.0,BVBA THETRUCKCOMPANY,WestVlaanderen,,19.0,4x2,530.0,Occasion
69242,Tracteur Scania L 590S V8 NGS RETARDER 2x TANKS ONY 366.000 KM SUPER CONDITION,778322.0,2022-11-14,Gazoil,Scania,,PAYS-BAS,19500.0,SEMTRADE BV,ZuidHolland,,18.0,4x2,500.0,Occasion
40975,Tracteur Scania R450 RETARDER FULL AIR 2X TANKS ADR TOP CONDITION,327720.0,2021-09-06,Gazoil,Scania,,PAYS-BAS,31500.0,SEMTRADE BV,ZuidHolland,,18.0,4x2,460.0,Occasion
70308852,Tracteur DAF 480 XF 6x2 TRACTOR WITH 60 T/M CRANE FASSI!! FLYJIB/WINCH,350000.0,2006-04-28,Gazoil,DAF,,PAYS-BAS,26000.0,DEKO BV,NoordBrabant,,27.0,4x2,460.0,Occasion
230892,Tracteur Volvo FM 460 6x2/4 STEERED PUSHER AXLE / VOLVO DEMO TRUCK,263374.0,2017-08-01,Gazoil,Volvo,,ESTONIE,24500.0,KB Auto Estonia OÜ,Estonie,,19.0,4x2,519.0,Occasion
NX1466,Tracteur DAF XF105 460 Steel/Air - Manual - 2 Tanks - Airco,343673.0,2009-11-10,Gazoil,DAF,,PAYS-BAS,24500.0,EUROPE TRUCKS BV,NoordBrabant,,19.0,4x2,470.0,Occasion
NX1462,Tracteur Volvo NL FH 460 Steel/Air - Truck - 274.000KM - Hydraulics/PTO,11.0,2018-07-31,Gazoil,Volvo,,PAYS-BAS,13500.0,EUROPE TRUCKS BV,NoordBrabant,,19.0,4x2,470.0,Occasion
E3994,Tracteur DAF 480 XF XF,660371.0,2018-01-01,Gazoil,DAF,,PAYS-BAS,15000.0,BAS WORLD AUCTION,NoordBrabant,,19.0,4x2,580.0,Occasion
E3937,Tracteur DAF 480 XF XF,1128129.0,2018-01-01,Gazoil,DAF,,PAYS-BAS,16500.0,BAS WORLD AUCTION,NoordBrabant,,50.0,4x2,560.0,Occasion
E3988,Tracteur Renault T T 460,480108.0,2014-08-01,Gazoil,Renault,,PAYS-BAS,19500.0,BAS WORLD AUCTION,NoordBrabant,,13.3,4x2,479.0,Occasion
11851,Tracteur DAF 480 XF XF,63.0,2018-01-01,Gazoil,DAF,,PAYS-BAS,19500.0,BAS WORLD AUCTION,NoordBrabant,,18.0,4x2,459.0,Occasion
"AP013 , 133255 , v.c.",Tracteur DAF 480 XF XF,563684.0,2018-01-01,Gazoil,DAF,,PAYS-BAS,21500.0,BAS WORLD AUCTION,NoordBrabant,,18.0,4x2,479.0,Occasion
"kk647 , 457596 , h.r.",Tracteur Volvo FH 500,499.0,2020-11-09,Gazoil,Volvo,,PAYS-BAS,128900.0,BAS WORLD AUCTION,NoordBrabant,,18.0,4x2,459.0,Occasion
"AP011 , 720018 , h.r.",Tracteur DAF 480 XF XF,11.0,2018-01-01,Gazoil,DAF,,PAYS-BAS,38900.0,BAS WORLD AUCTION,NoordBrabant,,18.0,4x2,479.0,Occasion
309,Tracteur DAF XF 480 FT,576445.0,2022-06-01,Gazoil,DAF,,ESPAGNE,30400.0,SALGAR TRUCK CENTER S.L.,Granada,,18.0,4x2,479.0,Occasion
XLRTEH4300G393020,Tracteur Scania R 520,520250.0,2016-09-01,Gazoil,Scania,,ESPAGNE,68900.0,SALGAR TRUCK CENTER S.L.,Granada,,18.0,4x2,479.0,Occasion
XLRTEH4300G324145,Tracteur DAF XF 510,11.0,2016-01-07,Gazoil,DAF,,ESPAGNE,68900.0,SALGAR TRUCK CENTER S.L.,Granada,,18.0,4x2,479.0,Occasion
XLRTEH4300G385544,Tracteur DAF XF 480 FT,450867.0,2020-07-01,Gazoil,DAF,,ESPAGNE,30900.0,SALGAR TRUCK CENTER S.L.,Granada,,18.0,4x2,479.0,Occasion
XLRTEF5300G427386,Tracteur DAF XF 480 FT,522028.0,2020-09-01,Gazoil,DAF,,ESPAGNE,25500.0,SALGAR TRUCK CENTER S.L.,Granada,,18.0,4x2,479.0,Occasion
XLRTEF5300G432804,Tracteur DAF XF 530 FT,649341.0,2022-03-01,Gazoil,DAF,,ESPAGNE,21000.0,SALGAR TRUCK CENTER S.L.,Granada,,18.0,4x2,479.0,Occasion
FA176DF,Tracteur Volvo FH 500,365535.0,2016-03-01,Gazoil,Volvo,,ESPAGNE,27500.0,SALGAR TRUCK CENTER S.L.,Granada,,18.0,4x2,400.0,Occasion
GG475SL,Tracteur DAF XF 480 FT,943949.0,2018-09-01,Gazoil,DAF,,ESPAGNE,24500.0,SALGAR TRUCK CENTER S.L.,Granada,,18.0,4x2,440.0,Occasion
FN118MH,Tracteur DAF XF 510 FT,11.0,2016-02-01,Gazoil,DAF,,ESPAGNE,61000.0,SALGAR TRUCK CENTER S.L.,Granada,,18.0,4x2,520.0,Occasion
DA297630,Tracteur Volvo FH 460,688443.0,2016-06-01,Gazoil,Volvo,,ESPAGNE,62500.0,SALGAR TRUCK CENTER S.L.,Granada,,18.0,4x2,440.0,Occasion
449997209,Tracteur Volvo FH 460,1007535.0,2016-03-01,Gazoil,Volvo,,ESPAGNE,35000.0,SALGAR TRUCK CENTER S.L.,Granada,,18.0,4x2,463.0,Occasion
449996788,Tracteur Scania R 450,687413.0,2014-05-01,Gazoil,Scania,,ESPAGNE,13500.0,SALGAR TRUCK CENTER S.L.,Granada,,18.0,4x2,460.0,Occasion
449995901,Tracteur Scania R 520,11.0,2016-09-01,Gazoil,Scania,,ESPAGNE,66500.0,SALGAR TRUCK CENTER S.L.,Granada,,18.0,4x2,460.0,Occasion
449993371,Tracteur Mercedes Actros 1845 LS,369378.0,2014-03-11,Gazoil,Mercedes,,ESPAGNE,22500.0,SALGAR TRUCK CENTER S.L.,Granada,,18.0,4x2,510.0,Occasion
449922316,Tracteur Mercedes Actros 1848 LS,11.0,2017-08-28,Gazoil,Mercedes,,ESPAGNE,4000.0,SALGAR TRUCK CENTER S.L.,Granada,,18.0,4x2,530.0,Occasion
70313593,Tracteur MAN TGS 18.440,399394.0,2015-05-01,Gazoil,MAN,,ESPAGNE,58500.0,SALGAR TRUCK CENTER S.L.,Granada,,18.0,4x2,429.0,Occasion
70312009,Tracteur MAN TGX 18.460,531259.0,2018-03-01,Gazoil,MAN,,ESPAGNE,18500.0,SALGAR TRUCK CENTER S.L.,Granada,,27.5,4x2,450.0,Occasion
70313449,Tracteur Iveco Stralis AS 440 S 46,11.0,2012-09-01,Gazoil,Iveco,,ESPAGNE,8500.0,SALGAR TRUCK CENTER S.L.,Granada,,21.0,4x2,429.0,Occasion
70308202,Tracteur DAF XF 510 FT,728288.0,2015-07-28,Gazoil,DAF,,ESPAGNE,14500.0,SALGAR TRUCK CENTER S.L.,Granada,,44.0,4x2,449.0,Occasion
70315726,Tracteur Volvo FH 460,219535.0,2016-12-01,Gazoil,Volvo,,ESPAGNE,14500.0,SALGAR TRUCK CENTER S.L.,Granada,,44.0,4x2,480.0,Occasion
70314012,Tracteur DAF XF 510 FT,11.0,2017-06-01,Gazoil,DAF,,ESPAGNE,64000.0,SALGAR TRUCK CENTER S.L.,Granada,,19.5,4x2,360.0,Occasion
70314299,Tracteur DAF XF 510,416233.0,2017-09-01,Gazoil,DAF,,ESPAGNE,40000.0,SALGAR TRUCK CENTER S.L.,Granada,,19.5,6x2,730.0,Occasion
70310365,Tracteur DAF XF 510 FT,687360.0,2017-11-01,Gazoil,DAF,,ESPAGNE,61300.0,SALGAR TRUCK CENTER S.L.,Granada,,19.5,4x2,482.0,Occasion
70314067,Tracteur Scania neuf L S560 4X2 NEW! Retarder Full-Air 2xTanks eder Standklima Navi ACC ED,41705.0,2026-01-29,Gazoil,Scania,,ESPAGNE,66900.0,BAS World Spain SL,Toledo,,19.5,4x2,730.0,Neuf
70314476,Tracteur Scania neuf L S500 4X2 NEW! Retarder 2xTanks ED ACC Standklima Navi Euro 6,788539.0,2026-01-29,Gazoil,Scania,,ESPAGNE,64700.0,BAS World Spain SL,Toledo,,19.5,4x2,460.0,Neuf
70314704,Tracteur Iveco X-Way 510 4X2 Retarder Equipo Hidráulico Euro 6,933865.0,2021-10-12,Gazoil,Iveco,,ESPAGNE,67500.0,BAS World Spain SL,Toledo,,19.5,4x2,459.0,Occasion
70314705,Tracteur DAF XF 530 4X2 SC Retarder,495717.0,2021-09-23,Gazoil,DAF,,ESPAGNE,43900.0,BAS World Spain SL,Toledo,,18.0,4x2,557.0,Occasion
70315216,Tracteur DAF XF 530 4X2 SC Retarder,251282.0,2021-07-21,Gazoil,DAF,,ESPAGNE,59200.0,BAS World Spain SL,Toledo,,19.5,4x2,410.0,Occasion
70301063,Tracteur DAF XF 530 4X2 SC Retarder,458358.0,2021-07-30,Gazoil,DAF,,ESPAGNE,41800.0,BAS World Spain SL,Toledo,,14.18,4x2,420.0,Occasion
199386,Tracteur DAF XF 530 4X2 SC Retarder,394373.0,2021-07-30,Gazoil,DAF,,ESPAGNE,39900.0,BAS World Spain SL,Toledo,,18.0,4x2,480.0,Occasion
199381,Tracteur Volvo F6 FH 460 4X2 VEB+ TC 2xTanks I-ParkCool Navi,511038.0,2023-11-21,Gazoil,Volvo,,ESPAGNE,45100.0,BAS World Spain SL,Toledo,,18.0,4x2,480.0,Occasion
199337,Tracteur Volvo F6 FH 460 4X2 VEB+ TC 2xTanks I-ParkCool Navi,556075.0,2023-11-17,Gazoil,Volvo,,ESPAGNE,45300.0,BAS World Spain SL,Toledo,,18.0,4x2,460.0,Occasion
8110-KTF,Tracteur DAF XF 530 4X2 SC Retarder,966000.0,2021-09-23,Gazoil,DAF,,ESPAGNE,28200.0,BAS World Spain SL,Toledo,,19.0,4x2,370.0,Occasion
70305276,Tracteur DAF XF 480 FT,99.0,2019-01-01,Gazoil,DAF,,ESPAGNE,15000.0,SALGAR TRUCK CENTER S.L.,Granada,,18.0,4x2,652.0,Occasion
70309060,Tracteur DAF XF 480 FT,511300.0,2019-04-01,Gazoil,DAF,,ESPAGNE,13000.0,SALGAR TRUCK CENTER S.L.,Granada,,11.25,4x2,469.0,Occasion
70307110,Tracteur DAF XG 480,611000.0,2022-10-01,Gazoil,DAF,,ESPAGNE,20000.0,SALGAR TRUCK CENTER S.L.,Granada,,9.22,4x2,539.0,Occasion
70309307,Tracteur DAF XF 480 FT,297000.0,2023-02-01,Gazoil,DAF,,ESPAGNE,21000.0,SALGAR TRUCK CENTER S.L.,Granada,,20.5,4x2,769.0,Occasion
70309146,Tracteur Scania R 500,527000.0,2019-08-06,Gazoil,Scania,,ESPAGNE,15000.0,Pérez Industriales sl,Murcia,,20.5,4x2,509.0,Occasion
70306305,"Tracteur convoi exceptionnel DAF XF 450 LL SSC, Feuerlöschkästen, Standklima",977000.0,2018-10-01,Gazoil,DAF,,ALLEMAGNE,15900.0,Camion Impex Rostock,MecklenburgVorpommern,,19.5,4x2,479.0,Occasion
70310490,"Tracteur Mercedes 1853 Giga Space, 2 Kreis-Hydraulik, 2 Tanks",626000.0,2022-12-01,Gazoil,Mercedes,,ALLEMAGNE,18500.0,Camion Impex Rostock,MecklenburgVorpommern,,20.5,4x2,584.0,Occasion
70309069,"Tracteur DAF XF460 SSC, ZF Intarder, voll durchrepariert!!",772000.0,2017-03-01,Gazoil,DAF,,ALLEMAGNE,13000.0,Camion Impex Rostock,MecklenburgVorpommern,,19.5,4x2,459.0,Occasion
70309058,"Tracteur MAN TGA 18.400/ 18.390 XXL Retarder,Klima",656400.0,2006-03-01,Gazoil,MAN,,ALLEMAGNE,34240.0,Camion Impex Rostock,MecklenburgVorpommern,,19.5,4x2,584.0,Occasion
70299042,"Tracteur MAN TGX 18.470 ,2 Kreis-Hydraulik,Retrader,20.50 Kg",495000.0,2023-03-01,Gazoil,MAN,,ALLEMAGNE,27500.0,Camion Impex Rostock,MecklenburgVorpommern,,19.5,4x2,440.0,Occasion
70312436,"Tracteur MAN TGS 18.460 4x4 Hydrodrive, Klima Automat",773000.0,2017-08-01,Gazoil,MAN,,ALLEMAGNE,7900.0,Camion Impex Rostock,MecklenburgVorpommern,,19.5,4x2,679.0,Occasion
70315075,"Tracteur convoi exceptionnel DAF XF460 LL SSC, ZF Intarder, Standklima",447500.0,2015-02-01,Gazoil,DAF,,ALLEMAGNE,51200.0,Camion Impex Rostock,MecklenburgVorpommern,,20.5,4x2,693.0,Occasion
70299041,"Tracteur convoi exceptionnel DAF XF 450 LL SSC, Standklima, Feuerlöschkästen",575500.0,2018-08-01,Gazoil,DAF,,ALLEMAGNE,36110.0,Camion Impex Rostock,MecklenburgVorpommern,,20.5,4x2,429.0,Occasion
70310280,"Tracteur convoi exceptionnel DAF XF 450 LL SSC, Standklima, Feuerlöschkästen",918200.0,2019-03-01,Gazoil,DAF,,ALLEMAGNE,36110.0,Camion Impex Rostock,MecklenburgVorpommern,,19.5,4x2,429.0,Occasion
70313274,Tracteur DAF XG+ New generation 530,725700.0,2022-11-17,Gazoil,DAF,,POLOGNE,104999.0,SMUSZKIEWICZ S.C.,Wielkopolskie,,19.5,4x2,459.0,Occasion
70313276,Tracteur Volvo F6 FH 460 Globetrotter XL i-Save,913900.0,2022-09-22,Gazoil,Volvo,,ESPAGNE,34000.0,CLASS TRUCKS IBERIA,Valencia,,20.5,4x2,480.0,Occasion
70312438,Tracteur Volvo F6 FH 460 Globetrotter XL Varios i-Save,695000.0,2022-10-11,Gazoil,Volvo,,ESPAGNE,49800.0,CLASS TRUCKS IBERIA,Valencia,,20.5,4x2,520.0,Occasion
70314010,Tracteur Mercedes Actros 5 1845 BigSpace,838000.0,2023-06-05,Gazoil,Mercedes,,ESPAGNE,45000.0,CLASS TRUCKS IBERIA,Valencia,,20.5,4x2,520.0,Occasion
70314327,Tracteur Volvo F6 FH 460 Globetrotter XL i-Save,604000.0,2023-07-18,Gazoil,Volvo,,ESPAGNE,45200.0,CLASS TRUCKS IBERIA,Valencia,,19.5,4x2,520.0,Occasion
0544/25-1,Tracteur MAN TGX 18.470 GX,742000.0,2022-08-01,Gazoil,MAN,,ESPAGNE,32300.0,CLASS TRUCKS IBERIA,Valencia,,20.5,4x2,480.0,Occasion
0604/24,Tracteur Volvo F6 FH 460 Globetrotter XL Varios i-Save,525000.0,2022-07-11,Gazoil,Volvo,,ESPAGNE,45200.0,CLASS TRUCKS IBERIA,Valencia,,19.5,4x2,480.0,Occasion
0051/26,Tracteur MAN TGX 18.470 GX,478000.0,2022-09-29,Gazoil,MAN,,ESPAGNE,50700.0,CLASS TRUCKS IBERIA,Valencia,,20.5,4x2,520.0,Occasion
0085/26-1,Tracteur Renault T520 High cab,483268.0,2020-05-19,Gazoil,Renault,,ESPAGNE,45400.0,"CAMIONES GÓMEZ, S.L.",Valencia,,20.5,4x2,520.0,Occasion
0075/26,Tracteur DAF 480 XF FT 4X2,208000.0,2022-09-21,Gazoil,DAF,,ESPAGNE,20860.0,DAF Vehiculos Industriales S.A.,Madrid,,19.5,4x2,480.0,Occasion
6235,Tracteur DAF 480 XF FT 4X2,431854.0,2019-10-25,Gazoil,DAF,,ESPAGNE,47500.0,DAF Vehiculos Industriales S.A.,Madrid,,20.5,4x2,520.0,Occasion
H290175,Tracteur Volvo FMX,479.0,2022-02-25,Gazoil,Volvo,,PORTUGAL,51000.0,AutoManaiaCar S.A.,Aveiro,,20.5,4x2,480.0,Occasion
H290224,Tracteur Iveco Stralis 460,535822.0,2019-10-18,Gazoil,Iveco,,ESPAGNE,38000.0,VALLOR TRUCKS SL,Valencia,,20.5,4x2,520.0,Occasion
H290137,Tracteur Renault DR T 460 4x2 Euro 6 + PTO + A,363462.0,2015-11-20,Gazoil,Renault,,PAYS-BAS,21000.0,DINGEMANSE TRUCKS & TRAILERS,NoordBrabant,,19.5,4x2,520.0,Occasion
HIGH LTG,Tracteur MAN TGS 24.460 6X2 RHD Euro 6 / ADR 25/07/24,303716.0,2017-02-02,Gazoil,MAN,,PAYS-BAS,13800.0,DINGEMANSE TRUCKS & TRAILERS,NoordBrabant,,20.5,4x2,480.0,Occasion
1637535,Tracteur Mercedes E Actros 1843 4x2 Euro 6 / ADR 07/08/2023,417766.0,2016-11-18,Gazoil,Mercedes,,PAYS-BAS,14000.0,DINGEMANSE TRUCKS & TRAILERS,NoordBrabant,,19.5,4x2,480.0,Occasion
V788872,Tracteur Mercedes E Actros 1843 4x2 Euro 6 / ADR + PTO,222398.0,2019-05-28,Gazoil,Mercedes,,PAYS-BAS,37000.0,DINGEMANSE TRUCKS & TRAILERS,NoordBrabant,,20.5,4x2,480.0,Occasion
R001258,Tracteur DAF XF460 4x2 Euro 6 + Hydraulics,1050195.0,2016-03-04,Gazoil,DAF,,PAYS-BAS,19500.0,DINGEMANSE TRUCKS & TRAILERS,NoordBrabant,,19.5,4x2,520.0,Occasion
eO014309,Tracteur Mercedes E Actros 1845 4x2 Euro 6,682.0,2015-09-15,Gazoil,Mercedes,,PAYS-BAS,13000.0,DINGEMANSE TRUCKS & TRAILERS,NoordBrabant,,20.5,4x2,520.0,Occasion
eD123445,Tracteur DAF CF 450 FT 4x2 Euro 6 + ADR,656.0,2018-07-27,Gazoil,DAF,,PAYS-BAS,18000.0,DINGEMANSE TRUCKS & TRAILERS,NoordBrabant,,19.5,8x4,480.0,Occasion
eM089963,Tracteur MAN TGS 24.460 6X2 RHD Euro 6 + ADR,554546.0,2017-02-02,Gazoil,MAN,,PAYS-BAS,36000.0,DINGEMANSE TRUCKS & TRAILERS,NoordBrabant,,20.5,6x4,460.0,Occasion
